dia,mes,ano,municipio,uf_x,areakm,uf_y,vazao,pressao_nivel_estacao_mb,pressao_max_ant_mb,pressao_min_ant_mb,radiacao_global_kj_m2,temperatura_bulbo_seco_c,temperatura_orvalho_c,temperatura_max_ant_c,temperatura_min_ant_c,orvalho_max_ant_c,orvalho_min_ant_c,umidade_max_ant_pct,umidade_min_ant_pct,umidade_ar_pct,vento_direcao_graus,vento_rajada_max_ms,vento_velocidade_ms,chuva_final
10,4,2013,rio branco,,16.919345376544,AC,649.13,984.0307692307692,984.5923076923076,983.7153846153846,1597.1615384615384,28.13076923076923,22.83076923076923,28.91538461538461,27.207692307692305,23.65384615384616,22.03846153846154,79.15384615384616,69.92307692307692,74.23076923076923,206.69230769230768,4.230769230769231,1.623076923076923,0.0307692307692307
11,4,2013,rio branco,,16.919345376544,AC,679.31,983.4692307692308,983.9692307692308,983.123076923077,1585.8846153846157,28.63846153846153,23.23076923076923,29.184615384615384,27.86923076923077,23.95384615384615,22.56153846153846,78.61538461538461,70.07692307692308,73.61538461538461,218.23076923076923,5.438461538461539,2.623076923076923,0.0
12,4,2013,rio branco,,16.919345376544,AC,641.68,984.9230769230768,985.3615384615384,984.546153846154,1379.8000000000002,27.87692307692308,23.29230769230769,28.33076923076923,27.17692307692308,23.79230769230769,22.707692307692305,80.53846153846153,73.38461538461539,76.92307692307692,120.46153846153848,5.93076923076923,2.876923076923077,0.0
13,4,2013,rio branco,,16.919345376544,AC,539.91,985.1692307692308,985.6538461538462,984.7769230769233,1683.5538461538465,28.8,23.0,29.62307692307693,27.86923076923077,24.00769230769231,22.200000000000003,78.38461538461539,68.46153846153847,72.6923076923077,104.53846153846152,4.592307692307693,1.8846153846153848,0.0461538461538461
14,4,2013,rio branco,,16.919345376544,AC,468.12,987.35,987.5857142857144,987.1214285714286,627.0214285714285,22.942857142857143,20.99285714285714,23.25,22.57857142857143,21.37142857142857,20.571428571428573,91.21428571428572,86.57142857142857,89.0,195.2142857142857,5.721428571428571,2.507142857142857,0.0142857142857142
15,4,2013,rio branco,,16.919345376544,AC,430.66,987.9384615384616,988.2923076923076,987.7230769230767,1577.1615384615386,25.976923076923075,21.00769230769231,26.63846153846153,25.0,21.49230769230769,20.27692307692308,79.3076923076923,70.38461538461539,74.84615384615384,204.7692307692308,5.307692307692308,2.253846153846154,0.0
16,4,2013,rio branco,,16.919345376544,AC,471.39,987.123076923077,987.5307692307692,986.9307692307692,1705.423076923077,26.99230769230769,21.0,27.62307692307693,26.17692307692308,21.692307692307693,20.476923076923075,75.07692307692308,67.53846153846153,70.53846153846153,198.53846153846155,5.2846153846153845,2.5,0.0
17,4,2013,rio branco,,16.919345376544,AC,524.98,986.9076923076924,987.2769230769233,986.6384615384616,1616.569230769231,27.12307692307693,21.27692307692308,27.800000000000004,26.284615384615385,21.884615384615383,20.753846153846155,76.23076923076923,67.84615384615384,71.61538461538461,177.6153846153846,5.938461538461539,3.2,0.0
18,4,2013,rio branco,,16.919345376544,AC,461.6,986.3846153846154,986.7846153846154,986.1615384615384,1766.9153846153847,26.85384615384616,19.23076923076923,27.53846153846154,25.946153846153848,20.146153846153844,18.63076923076923,69.61538461538461,60.69230769230769,64.38461538461539,190.53846153846155,6.076923076923077,3.015384615384616,0.0
19,4,2013,rio branco,,16.919345376544,AC,375.41,986.9923076923076,987.3846153846154,986.6615384615384,1750.576923076923,27.023076923076925,18.66923076923077,27.646153846153844,26.115384615384617,19.553846153846152,18.184615384615384,67.3076923076923,58.69230769230769,61.69230769230769,189.53846153846155,6.361538461538462,3.0461538461538464,0.0
20,4,2013,rio branco,,16.919345376544,AC,313.11,987.123076923077,987.5769230769232,986.8846153846154,1614.2307692307693,27.346153846153847,20.192307692307693,28.00769230769231,26.35384615384616,20.99230769230769,19.63076923076923,71.92307692307692,63.23076923076923,66.23076923076923,205.7692307692308,4.361538461538462,1.8461538461538465,0.0
21,4,2013,rio branco,,16.919345376544,AC,277.11,987.7153846153846,988.1076923076924,987.4384615384616,1833.0230769230768,27.338461538461537,19.0,27.846153846153847,26.446153846153848,19.96153846153846,18.346153846153847,67.6923076923077,59.0,62.07692307692308,195.3846153846154,4.961538461538462,2.507692307692308,0.0
22,4,2013,rio branco,,16.919345376544,AC,247.95,988.1384615384616,988.546153846154,987.8923076923076,1894.484615384616,26.29230769230769,16.023076923076925,26.946153846153848,25.407692307692308,16.892307692307693,15.0,60.46153846153846,51.23076923076923,55.23076923076923,189.53846153846155,5.807692307692308,2.876923076923077,0.0
23,4,2013,rio branco,,16.919345376544,AC,227.36,988.2615384615384,988.6384615384616,987.9692307692308,1834.6384615384616,26.54615384615385,17.63076923076923,27.023076923076925,25.43076923076924,18.3,16.70769230769231,65.0,56.46153846153846,59.92307692307692,201.07692307692307,6.046153846153846,2.838461538461538,0.0
24,4,2013,rio branco,,16.919345376544,AC,211.43,987.6461538461538,988.0692307692308,987.4076923076924,1757.3153846153848,27.707692307692305,19.06153846153846,28.200000000000003,26.615384615384617,19.692307692307693,18.37692307692308,65.76923076923077,58.0,60.84615384615385,195.30769230769232,6.1692307692307695,3.023076923076923,0.0
25,4,2013,rio branco,,16.919345376544,AC,238.8,986.8461538461538,987.1692307692308,986.6307692307691,1536.284615384615,27.692307692307693,20.700000000000003,28.53076923076923,26.56153846153846,21.200000000000003,20.0,71.92307692307692,62.53846153846154,66.6923076923077,186.23076923076923,5.092307692307693,2.507692307692308,0.0
26,4,2013,rio branco,,16.919345376544,AC,185.45,986.3153846153848,986.7846153846154,986.1153846153846,1564.3153846153846,28.71538461538461,21.1,29.3,27.476923076923075,21.892307692307693,20.26923076923077,70.6923076923077,60.92307692307692,64.6923076923077,213.7692307692308,3.407692307692308,1.4307692307692308,0.0
27,4,2013,rio branco,,16.919345376544,AC,173.71,984.6461538461538,985.0846153846154,984.3846153846154,1597.9153846153847,29.423076923076923,21.815384615384616,30.15384615384616,28.37692307692308,22.53076923076923,20.83076923076923,70.3076923076923,60.07692307692308,64.92307692307692,177.30769230769232,3.4538461538461536,1.3153846153846156,0.0
28,4,2013,rio branco,,16.919345376544,AC,165.11,985.1153846153846,985.5923076923076,984.8461538461538,1610.2307692307693,29.09230769230769,22.300000000000004,30.04615384615385,28.09230769230769,22.99230769230769,21.4,73.07692307692308,63.30769230769231,68.23076923076923,172.69230769230768,4.2,1.6846153846153844,0.0
29,4,2013,rio branco,,16.919345376544,AC,160.18,985.8923076923076,986.3,985.5923076923076,1448.3076923076924,27.784615384615385,22.923076923076923,28.73076923076923,26.892307692307693,23.584615384615383,22.192307692307693,80.84615384615384,71.07692307692308,76.07692307692308,142.92307692307693,3.976923076923077,1.6846153846153844,0.0923076923076923
30,4,2013,rio branco,,16.919345376544,AC,159.48,985.4923076923076,985.9153846153846,985.2230769230767,1496.2923076923075,28.21538461538461,22.484615384615385,29.04615384615385,26.93846153846154,23.54615384615385,21.746153846153845,79.84615384615384,68.23076923076923,72.38461538461539,241.23076923076923,3.630769230769231,0.9846153846153848,0.4
1,5,2013,rio branco,,16.919345376544,AC,154.62,986.4230769230768,986.8846153846154,986.0,1168.746153846154,26.315384615384616,23.16923076923077,27.23846153846154,25.692307692307693,23.76153846153846,22.746153846153845,87.0,79.53846153846153,83.6923076923077,219.0,4.346153846153846,1.6615384615384616,0.2615384615384615
2,5,2013,rio branco,,16.919345376544,AC,151.87,985.9307692307692,986.3692307692309,985.746153846154,1307.2769230769231,27.93076923076924,22.91538461538461,28.37692307692308,27.1,23.361538461538466,22.22307692307692,79.0,71.92307692307692,75.15384615384616,249.46153846153845,3.430769230769231,1.2307692307692308,0.0
3,5,2013,rio branco,,16.919345376544,AC,152.56,985.1923076923076,985.6384615384616,984.9461538461538,1471.6076923076923,29.253846153846155,22.85384615384616,29.87692307692308,28.15384615384616,23.523076923076925,22.161538461538463,75.53846153846153,66.0,70.0,153.30769230769232,4.369230769230769,2.076923076923077,0.0
4,5,2013,rio branco,,16.919345376544,AC,162.29,985.1076923076924,985.5538461538462,984.8,1068.8923076923077,27.5,23.45384615384615,28.23846153846154,26.607692307692307,24.13846153846153,22.692307692307693,84.3076923076923,74.23076923076923,79.23076923076923,158.23076923076923,4.776923076923077,2.076923076923077,0.0153846153846153
5,5,2013,rio branco,,16.919345376544,AC,167.96,986.3538461538462,986.7769230769233,985.9846153846154,1098.0846153846155,28.04615384615385,23.569230769230767,28.50769230769231,27.37692307692308,23.93846153846154,22.884615384615383,81.3076923076923,73.53846153846153,77.23076923076923,185.69230769230768,3.5384615384615383,1.5,0.0
6,5,2013,rio branco,,16.919345376544,AC,158.78,987.7,988.1,987.4571428571428,970.9,26.24285714285714,22.664285714285715,26.821428571428573,25.77857142857143,23.05,22.085714285714285,84.0,77.5,81.07142857142857,204.1428571428572,5.835714285714286,2.4714285714285715,0.0
7,5,2013,rio branco,,16.919345376544,AC,158.78,990.4076923076924,990.7384615384616,990.0769230769232,1249.8230769230768,26.315384615384616,21.22307692307692,26.946153846153848,25.67692307692308,21.684615384615384,20.79230769230769,77.92307692307692,71.46153846153847,74.46153846153847,191.0,6.453846153846153,3.223076923076923,0.0
8,5,2013,rio branco,,16.919345376544,AC,170.82,989.676923076923,990.0307692307692,989.4692307692308,1549.784615384615,26.72307692307692,19.207692307692305,27.35384615384616,25.53076923076923,19.907692307692308,18.507692307692302,71.53846153846153,61.76923076923077,65.23076923076923,185.15384615384616,5.438461538461539,2.5307692307692307,0.0
9,5,2013,rio branco,,16.919345376544,AC,187.68,988.6153846153846,988.9923076923076,988.4153846153846,1446.215384615385,27.200000000000003,20.23076923076923,28.01538461538461,26.192307692307693,20.79230769230769,19.51538461538461,72.0,62.0,66.92307692307692,208.3846153846154,3.2384615384615385,1.0076923076923077,0.0
10,5,2013,rio branco,,16.919345376544,AC,178.8,986.7076923076924,987.1923076923076,986.4692307692308,1344.1076923076923,28.45384615384615,21.66923076923077,29.338461538461537,27.661538461538463,22.21538461538461,20.76923076923077,72.15384615384616,63.15384615384615,67.84615384615384,225.53846153846155,2.9000000000000004,0.8,0.0
11,5,2013,rio branco,,16.919345376544,AC,162.29,985.9461538461538,986.4307692307692,985.6615384615384,1204.0,27.93846153846154,22.79230769230769,28.46153846153846,27.253846153846155,23.200000000000003,22.246153846153845,78.6923076923077,71.76923076923077,74.84615384615384,41.46153846153846,3.930769230769231,1.830769230769231,0.0
12,5,2013,rio branco,,16.919345376544,AC,149.82,986.0769230769232,986.4846153846154,985.6923076923076,770.876923076923,26.07692307692308,22.846153846153847,26.753846153846155,25.50769230769231,23.4,22.4,86.61538461538461,79.38461538461539,83.15384615384616,118.15384615384616,4.430769230769231,2.015384615384616,0.6
13,5,2013,rio branco,,16.919345376544,AC,141.08,985.6461538461538,986.1,985.3538461538462,1017.8384615384616,26.146153846153844,22.77692307692308,26.746153846153845,25.33076923076923,23.523076923076925,22.04615384615385,87.23076923076923,79.07692307692308,83.0,182.84615384615384,3.0923076923076924,1.2999999999999998,1.2307692307692308
14,5,2013,rio branco,,16.919345376544,AC,139.75,985.9153846153846,986.376923076923,985.676923076923,869.4923076923077,26.392307692307693,23.200000000000003,26.73076923076923,25.85384615384616,23.62307692307693,22.59230769230769,86.07692307692308,80.38461538461539,83.23076923076923,246.6153846153846,2.6384615384615384,0.8999999999999999,0.0
15,5,2013,rio branco,,16.919345376544,AC,138.43,985.9,986.3692307692309,985.6846153846152,441.2384615384616,24.084615384615383,22.446153846153848,24.33076923076923,23.807692307692307,22.746153846153845,22.17692307692308,92.6153846153846,89.3076923076923,90.92307692307692,259.15384615384613,3.430769230769231,1.4153846153846152,0.9076923076923078
16,5,2013,rio branco,,16.919345376544,AC,133.2,985.8384615384616,986.2230769230767,985.4846153846154,1073.2384615384617,26.946153846153848,22.13846153846153,27.41538461538461,26.23846153846154,22.93076923076924,21.253846153846155,80.53846153846153,72.23076923076923,76.0,238.23076923076923,2.0846153846153848,0.5076923076923077,0.0153846153846153
17,5,2013,rio branco,,16.919345376544,AC,136.46,988.8846153846154,989.123076923077,988.5230769230768,472.9846153846154,20.93846153846154,19.146153846153847,21.553846153846152,20.692307692307693,19.66923076923077,18.93846153846154,91.46153846153848,87.15384615384616,89.53846153846153,189.46153846153845,7.476923076923077,3.6538461538461537,0.0
18,5,2013,rio branco,,16.919345376544,AC,145.09,990.3846153846154,990.7769230769233,990.1461538461538,325.65384615384613,19.246153846153845,18.146153846153847,19.43076923076923,19.0,18.35384615384616,17.861538461538462,94.3846153846154,91.84615384615384,93.46153846153848,206.92307692307693,4.330769230769231,1.969230769230769,0.0307692307692307
19,5,2013,rio branco,,16.919345376544,AC,141.74,989.375,989.675,989.145,475.17,21.395,19.775,21.6,21.065,19.99,19.465,92.2,89.45,90.65,214.0,3.005,1.28,0.02
20,5,2013,rio branco,,16.919345376544,AC,137.11,988.3285714285714,988.7142857142856,988.1142857142858,1199.707142857143,25.728571428571428,21.00714285714286,26.457142857142856,24.928571428571427,21.50714285714286,20.178571428571427,80.5,71.28571428571429,76.07142857142857,181.2142857142857,4.307142857142858,1.7714285714285716,0.0
21,5,2013,rio branco,,16.919345376544,AC,133.85,985.6692307692308,986.0307692307692,985.4692307692308,1566.646153846154,26.91538461538461,20.523076923076925,27.45384615384615,25.99230769230769,21.161538461538463,19.707692307692305,74.3076923076923,66.15384615384616,69.61538461538461,229.3846153846154,3.0384615384615383,0.9769230769230768,0.0153846153846153
22,5,2013,rio branco,,16.919345376544,AC,131.9,985.5538461538462,985.9,985.2615384615384,1469.7384615384617,27.66923076923077,21.36923076923077,28.46153846153846,26.784615384615385,22.200000000000003,20.476923076923075,74.84615384615384,65.61538461538461,70.0,190.46153846153845,3.5615384615384613,1.5769230769230769,0.0
23,5,2013,rio branco,,16.919345376544,AC,139.09,986.176923076923,986.5615384615384,985.953846153846,1336.1076923076923,28.07692307692308,21.87692307692308,28.73076923076923,27.200000000000003,22.446153846153848,21.207692307692305,74.61538461538461,66.23076923076923,70.15384615384616,186.46153846153845,2.9538461538461536,1.169230769230769,0.0
24,5,2013,rio branco,,16.919345376544,AC,145.76,988.0,988.3,987.7214285714286,808.0785714285714,24.785714285714285,22.37857142857143,25.25714285714286,24.37142857142857,22.821428571428573,22.07857142857143,89.21428571428571,84.28571428571429,86.64285714285714,186.57142857142856,5.421428571428572,2.685714285714286,0.0285714285714285
25,5,2013,rio branco,,16.919345376544,AC,147.79,989.1307692307691,989.4615384615385,988.9076923076924,395.88461538461536,22.200000000000003,19.946153846153848,22.43846153846154,22.0,20.184615384615384,19.692307692307693,88.46153846153847,85.23076923076923,87.07692307692308,205.07692307692307,5.338461538461539,2.5538461538461537,0.0
26,5,2013,rio branco,,16.919345376544,AC,145.76,987.3846153846154,987.7769230769233,987.1461538461538,1278.3461538461538,25.63076923076923,20.392307692307693,26.161538461538463,24.83076923076923,20.784615384615385,19.623076923076923,77.38461538461539,70.0,73.61538461538461,265.46153846153845,3.284615384615385,1.146153846153846,0.0
27,5,2013,rio branco,,16.919345376544,AC,133.2,986.2,986.6,985.953846153846,1271.2384615384617,27.192307692307693,22.15384615384616,27.846153846153847,26.4,22.63076923076923,21.476923076923075,78.6923076923077,70.53846153846153,74.76923076923077,199.7692307692308,3.930769230769231,1.5307692307692309,0.0
28,5,2013,rio branco,,16.919345376544,AC,119.86,985.3846153846154,985.8307692307692,985.1461538461538,1403.1,26.692307692307693,22.6,27.346153846153847,25.753846153846155,23.13076923076923,21.984615384615385,84.0,74.92307692307692,78.76923076923077,168.69230769230768,4.446153846153846,1.9153846153846152,0.2615384615384615
29,5,2013,rio branco,,16.919345376544,AC,115.55,985.323076923077,985.6692307692308,984.9461538461538,844.5846153846154,25.03846153846154,22.49230769230769,25.66923076923077,24.115384615384617,23.13076923076923,21.923076923076923,90.3846153846154,82.61538461538461,86.3076923076923,241.30769230769232,5.43076923076923,1.969230769230769,0.8
30,5,2013,rio branco,,16.919345376544,AC,113.11,986.2846153846154,986.7230769230767,985.953846153846,1249.8153846153846,26.96923076923077,22.65384615384616,27.51538461538461,26.207692307692305,23.26923076923077,21.838461538461537,82.0,74.3076923076923,78.15384615384616,247.07692307692307,3.3846153846153846,1.4,0.0153846153846153
31,5,2013,rio branco,,16.919345376544,AC,110.69,986.0846153846154,986.5076923076924,985.753846153846,1070.7076923076922,26.46923076923077,22.584615384615383,27.084615384615383,25.807692307692307,23.107692307692307,22.161538461538463,84.23076923076923,76.6923076923077,80.23076923076923,213.07692307692307,2.823076923076924,1.0076923076923077,0.0153846153846153
1,6,2013,rio branco,,16.919345376544,AC,118.0,987.2769230769233,987.6461538461538,986.953846153846,1215.9615384615386,25.8,21.93846153846154,26.46153846153846,24.753846153846155,22.54615384615385,21.21538461538461,85.3076923076923,76.38461538461539,80.0,233.23076923076923,4.269230769230769,1.8384615384615384,0.0307692307692307
2,6,2013,rio branco,,16.919345376544,AC,113.11,988.0615384615384,988.3692307692309,987.823076923077,1369.7999999999995,27.63076923076923,21.95384615384615,28.200000000000003,26.615384615384617,22.569230769230767,21.161538461538463,77.3076923076923,69.38461538461539,72.46153846153847,260.3076923076923,3.2384615384615385,1.3076923076923077,0.0153846153846153
3,6,2013,rio branco,,16.919345376544,AC,109.49,988.0076923076924,988.3461538461538,987.6846153846152,1285.8307692307692,27.984615384615385,21.76153846153846,28.72307692307692,27.069230769230767,23.023076923076925,21.084615384615383,77.0,67.0,70.61538461538461,181.53846153846155,3.1769230769230767,1.2230769230769232,0.0923076923076923
4,6,2013,rio branco,,16.919345376544,AC,113.11,988.4692307692308,988.9,988.2076923076924,978.1076923076924,25.407692307692308,21.861538461538466,25.946153846153848,24.838461538461537,22.200000000000003,21.33076923076923,84.23076923076923,77.84615384615384,81.15384615384616,191.30769230769232,4.207692307692308,1.8615384615384616,0.0
5,6,2013,rio branco,,16.919345376544,AC,118.0,987.1538461538462,987.6307692307691,986.876923076923,1214.2384615384617,26.73846153846154,21.338461538461537,27.407692307692308,25.83076923076923,22.053846153846152,20.861538461538466,78.3076923076923,70.6923076923077,73.6923076923077,198.0,3.815384615384616,1.5384615384615383,0.0
6,6,2013,rio branco,,16.919345376544,AC,124.24,987.7384615384616,988.0769230769232,987.4230769230768,854.4307692307692,26.37692307692308,21.784615384615385,27.09230769230769,25.73846153846154,22.23846153846154,21.23846153846154,80.07692307692308,73.15384615384616,76.84615384615384,120.6153846153846,4.3,1.984615384615385,0.0
7,6,2013,rio branco,,16.919345376544,AC,136.46,988.0692307692308,988.4846153846154,987.8153846153848,1162.6,25.892307692307693,21.76153846153846,26.661538461538463,24.85384615384616,22.3,21.146153846153844,84.15384615384616,74.76923076923077,79.07692307692308,197.23076923076923,5.56923076923077,2.123076923076923,0.4615384615384615
8,6,2013,rio branco,,16.919345376544,AC,131.26,989.753846153846,990.1923076923076,989.5307692307692,820.4846153846155,24.423076923076923,21.93076923076924,24.846153846153847,23.846153846153847,22.27692307692308,21.32307692307692,89.61538461538461,82.6923076923077,86.53846153846153,244.3846153846154,2.923076923076923,0.9076923076923078,0.2615384615384615
9,6,2013,rio branco,,16.919345376544,AC,120.48,988.3,988.7692307692308,988.1,987.4615384615385,25.423076923076923,21.63076923076923,25.784615384615385,24.692307692307693,22.03076923076923,20.99230769230769,83.76923076923077,77.53846153846153,80.46153846153847,250.3846153846154,2.4923076923076923,0.9076923076923078,0.0
10,6,2013,rio branco,,16.919345376544,AC,116.16,987.5384615384615,987.9461538461538,987.2,1228.8538461538462,26.83076923076923,21.63076923076923,27.523076923076925,25.923076923076923,22.5,21.069230769230767,81.0,71.38461538461539,74.92307692307692,235.46153846153845,3.1769230769230767,0.8923076923076922,0.1384615384615384
11,6,2013,rio branco,,16.919345376544,AC,111.29,987.9,988.2428571428572,987.55,1219.864285714286,25.77142857142857,21.892857142857142,26.95,24.81428571428572,22.707142857142856,21.264285714285712,85.0,74.42857142857143,79.92857142857143,183.6428571428572,4.885714285714286,1.885714285714286,0.0999999999999999
12,6,2013,rio branco,,16.919345376544,AC,112.5,989.0923076923076,989.4692307692308,988.8461538461538,1410.353846153846,27.13846153846153,21.692307692307693,27.700000000000003,26.0,22.27692307692308,20.87692307692308,78.92307692307692,70.0,73.53846153846153,174.23076923076923,3.4384615384615387,1.446153846153846,0.0
13,6,2013,rio branco,,16.919345376544,AC,123.61,988.2615384615384,988.6076923076924,988.0923076923076,1358.9,27.146153846153844,21.338461538461537,27.838461538461537,26.146153846153844,21.87692307692308,20.66923076923077,76.84615384615384,68.38461538461539,72.0,181.84615384615384,4.153846153846154,1.969230769230769,0.0
14,6,2013,rio branco,,16.919345376544,AC,130.61,987.2769230769233,987.6538461538462,987.0923076923076,1272.646153846154,27.45384615384615,21.06153846153846,27.96153846153846,26.423076923076923,21.8,20.361538461538466,75.38461538461539,66.76923076923077,69.6923076923077,206.07692307692307,3.276923076923077,1.3615384615384616,0.0
15,6,2013,rio branco,,16.919345376544,AC,126.78,986.3307692307692,986.7,986.0923076923076,1480.8615384615384,28.76153846153846,21.0,29.37692307692308,27.807692307692307,21.65384615384616,20.415384615384617,69.0,61.38461538461539,64.38461538461539,165.07692307692307,3.369230769230769,1.2,0.0
16,6,2013,rio branco,,16.919345376544,AC,120.48,985.5307692307692,985.9461538461538,985.2769230769233,1380.569230769231,28.03076923076923,22.407692307692308,28.707692307692305,26.838461538461537,23.22307692307692,21.72307692307692,79.53846153846153,68.15384615384616,72.76923076923077,252.23076923076923,4.161538461538462,1.553846153846154,0.7692307692307693
17,6,2013,rio branco,,16.919345376544,AC,110.09,985.8076923076924,986.246153846154,985.5076923076924,1301.1615384615384,27.446153846153848,22.36923076923077,28.07692307692308,26.407692307692308,23.107692307692307,21.6,80.61538461538461,71.15384615384616,74.84615384615384,149.53846153846155,3.507692307692308,1.5615384615384615,0.0
18,6,2013,rio branco,,16.919345376544,AC,104.16,986.2384615384616,986.6538461538462,985.9692307692308,936.8692307692309,26.746153846153845,22.207692307692305,27.33076923076923,26.09230769230769,22.65384615384616,21.5,80.6923076923077,72.84615384615384,76.92307692307692,234.84615384615384,2.976923076923077,1.1846153846153846,0.0
19,6,2013,rio branco,,16.919345376544,AC,101.25,986.8416666666668,987.275,986.6916666666666,843.8166666666666,25.125,21.291666666666668,25.516666666666666,24.525,21.808333333333334,20.683333333333334,83.58333333333333,76.58333333333333,79.91666666666667,202.25,2.95,0.8250000000000001,0.0499999999999999
20,6,2013,rio branco,,16.919345376544,AC,97.22,987.0,987.4692307692308,986.7076923076924,1199.5538461538465,26.46923076923077,21.37692307692308,27.21538461538461,25.59230769230769,21.984615384615385,20.59230769230769,80.15384615384616,70.84615384615384,75.3076923076923,162.07692307692307,1.7999999999999998,0.6,0.0
21,6,2013,rio branco,,16.919345376544,AC,96.09,986.823076923077,987.253846153846,986.5538461538462,1403.1846153846154,27.36923076923077,21.23076923076923,28.069230769230767,26.37692307692308,21.95384615384615,20.553846153846152,75.84615384615384,67.07692307692308,70.6923076923077,225.23076923076923,2.984615384615384,1.0384615384615383,0.0
22,6,2013,rio branco,,16.919345376544,AC,102.41,985.9769230769232,986.3538461538462,985.7153846153846,1458.746153846154,28.1,21.65384615384616,28.8,27.22307692307692,22.284615384615385,20.838461538461537,74.15384615384616,65.0,68.92307692307692,297.3076923076923,3.8846153846153846,1.2153846153846155,0.0
23,6,2013,rio branco,,16.919345376544,AC,108.3,986.4384615384616,986.8461538461538,986.1692307692308,1395.323076923077,28.46923076923077,21.57692307692308,28.99230769230769,27.50769230769231,22.192307692307693,20.76923076923077,72.76923076923077,63.76923076923077,67.46153846153847,250.84615384615384,3.407692307692308,1.3692307692307693,0.0
24,6,2013,rio branco,,16.919345376544,AC,128.69,986.9857142857144,987.3928571428572,986.6142857142858,1136.3714285714286,27.592857142857145,21.807142857142857,28.428571428571427,26.664285714285715,22.55,21.228571428571428,77.0,68.0,72.14285714285714,125.07142857142856,3.6142857142857134,1.2214285714285715,0.1285714285714286
25,6,2013,rio branco,,16.919345376544,AC,149.14,986.918181818182,987.2181818181816,986.6454545454544,1190.0727272727272,26.90909090909091,22.55454545454545,27.21818181818181,25.981818181818184,23.11818181818182,21.89090909090909,83.0,74.81818181818181,77.72727272727273,227.3636363636364,3.6818181818181817,1.5909090909090908,0.0
26,6,2013,rio branco,,16.919345376544,AC,141.74,986.6846153846152,987.0538461538462,986.4076923076924,1346.6692307692308,27.646153846153844,22.13846153846153,28.407692307692308,26.76153846153846,22.892307692307693,21.553846153846152,77.61538461538461,69.61538461538461,73.3076923076923,253.69230769230768,4.830769230769231,2.069230769230769,0.0
27,6,2013,rio branco,,16.919345376544,AC,122.98,987.5846153846154,988.0538461538462,987.4,890.1538461538462,25.23076923076923,22.21538461538461,25.8,24.684615384615384,22.76153846153846,21.707692307692305,86.92307692307692,81.0,83.76923076923077,157.84615384615384,3.8,1.5384615384615383,0.0
28,6,2013,rio branco,,16.919345376544,AC,112.5,985.3692307692309,985.7615384615384,985.1923076923076,1386.9153846153847,27.76923076923077,22.023076923076925,28.27692307692308,26.67692307692308,22.6,21.284615384615385,77.92307692307692,69.6923076923077,72.61538461538461,229.7692307692308,3.5461538461538464,1.0692307692307692,0.0
29,6,2013,rio branco,,16.919345376544,AC,103.58,985.1,985.4230769230768,984.6461538461538,1201.0615384615385,26.584615384615383,22.73076923076923,27.45384615384615,25.83076923076923,23.27692307692308,21.838461538461537,84.07692307692308,75.23076923076923,79.92307692307692,145.30769230769232,4.730769230769231,1.5230769230769232,0.0923076923076923
30,6,2013,rio branco,,16.919345376544,AC,99.51,986.7923076923076,987.1076923076924,986.5,1195.6076923076923,26.615384615384617,21.646153846153844,27.084615384615383,25.9,22.15384615384616,20.93846153846154,78.92307692307692,71.53846153846153,75.07692307692308,214.23076923076923,3.623076923076923,1.6307692307692307,0.0
1,7,2013,rio branco,,16.919345376544,AC,100.09,,,,,,,,,,,,,,,,,
2,7,2013,rio branco,,16.919345376544,AC,112.5,,,,,,,,,,,,,,,,,
3,7,2013,rio branco,,16.919345376544,AC,114.93,,,,,,,,,,,,,,,,,
4,7,2013,rio branco,,16.919345376544,AC,112.5,,,,,,,,,,,,,,,,,
5,7,2013,rio branco,,16.919345376544,AC,105.34,,,,,,,,,,,,,,,,,
6,7,2013,rio branco,,16.919345376544,AC,109.49,,,,,,,,,,,,,,,,,
7,7,2013,rio branco,,16.919345376544,AC,113.11,,,,,,,,,,,,,,,,,
8,7,2013,rio branco,,16.919345376544,AC,120.48,,,,,,,,,,,,,,,,,
9,7,2013,rio branco,,16.919345376544,AC,122.98,,,,,,,,,,,,,,,,,
10,7,2013,rio branco,,16.919345376544,AC,121.11,,,,,,,,,,,,,,,,,
11,7,2013,rio branco,,16.919345376544,AC,118.0,,,,,,,,,,,,,,,,,
12,7,2013,rio branco,,16.919345376544,AC,114.32,,,,,,,,,,,,,,,,,
13,7,2013,rio branco,,16.919345376544,AC,107.11,,,,,,,,,,,,,,,,,
14,7,2013,rio branco,,16.919345376544,AC,97.22,,,,,,,,,,,,,,,,,
15,7,2013,rio branco,,16.919345376544,AC,88.28,,,,,,,,,,,,,,,,,
16,7,2013,rio branco,,16.919345376544,AC,82.87,,,,,,,,,,,,,,,,,
17,7,2013,rio branco,,16.919345376544,AC,79.7,,,,,,,,,,,,,,,,,
18,7,2013,rio branco,,16.919345376544,AC,80.75,,,,,,,,,,,,,,,,,
19,7,2013,rio branco,,16.919345376544,AC,78.13,,,,,,,,,,,,,,,,,
20,7,2013,rio branco,,16.919345376544,AC,75.54,,,,,,,,,,,,,,,,,
21,7,2013,rio branco,,16.919345376544,AC,75.03,,,,,,,,,,,,,,,,,
22,7,2013,rio branco,,16.919345376544,AC,72.99,,,,,,,,,,,,,,,,,
23,7,2013,rio branco,,16.919345376544,AC,71.48,,,,,,,,,,,,,,,,,
