dia,mes,ano,municipio,uf_x,areakm,uf_y,vazao,pressao_nivel_estacao_mb,pressao_max_ant_mb,pressao_min_ant_mb,radiacao_global_kj_m2,temperatura_bulbo_seco_c,temperatura_orvalho_c,temperatura_max_ant_c,temperatura_min_ant_c,orvalho_max_ant_c,orvalho_min_ant_c,umidade_max_ant_pct,umidade_min_ant_pct,umidade_ar_pct,vento_direcao_graus,vento_rajada_max_ms,vento_velocidade_ms,chuva_final
9,5,2003,rio branco,,42.24753401184839,AC,224.3,,,,,,,,,,,,,,,,,
10,5,2003,rio branco,,42.24753401184839,AC,226.03,,,,,,,,,,,,,,,,,
11,5,2003,rio branco,,42.24753401184839,AC,188.4,,,,,,,,,,,,,,,,,
12,5,2003,rio branco,,42.24753401184839,AC,158.06,,,,,,,,,,,,,,,,,
13,5,2003,rio branco,,42.24753401184839,AC,144.79,,,,,,,,,,,,,,,,,
14,5,2003,rio branco,,42.24753401184839,AC,145.52,,,,,,,,,,,,,,,,,
15,5,2003,rio branco,,42.24753401184839,AC,145.52,,,,,,,,,,,,,,,,,
16,5,2003,rio branco,,42.24753401184839,AC,139.76,,,,,,,,,,,,,,,,,
17,5,2003,rio branco,,42.24753401184839,AC,136.92,,,,,,,,,,,,,,,,,
18,5,2003,rio branco,,42.24753401184839,AC,132.7,,,,,,,,,,,,,,,,,
19,5,2003,rio branco,,42.24753401184839,AC,124.42,,,,,,,,,,,,,,,,,
20,5,2003,rio branco,,42.24753401184839,AC,117.02,,,,,,,,,,,,,,,,,
21,5,2003,rio branco,,42.24753401184839,AC,110.46,,,,,,,,,,,,,,,,,
22,5,2003,rio branco,,42.24753401184839,AC,107.87,,,,,,,,,,,,,,,,,
23,5,2003,rio branco,,42.24753401184839,AC,92.3,,,,,,,,,,,,,,,,,
24,5,2003,rio branco,,42.24753401184839,AC,78.28,,,,,,,,,,,,,,,,,
25,5,2003,rio branco,,42.24753401184839,AC,76.59,,,,,,,,,,,,,,,,,
26,5,2003,rio branco,,42.24753401184839,AC,78.85,,,,,,,,,,,,,,,,,
27,5,2003,rio branco,,42.24753401184839,AC,89.89,,,,,,,,,,,,,,,,,
28,5,2003,rio branco,,42.24753401184839,AC,102.78,,,,,,,,,,,,,,,,,
29,5,2003,rio branco,,42.24753401184839,AC,107.87,,,,,,,,,,,,,,,,,
30,5,2003,rio branco,,42.24753401184839,AC,125.78,,,,,,,,,,,,,,,,,
31,5,2003,rio branco,,42.24753401184839,AC,155.07,,,,,,,,,,,,,,,,,
1,6,2003,rio branco,,42.24753401184839,AC,160.32,,,,,,,,,,,,,,,,,
2,6,2003,rio branco,,42.24753401184839,AC,143.35,,,,,,,,,,,,,,,,,
3,6,2003,rio branco,,42.24753401184839,AC,132.7,,,,,,,,,,,,,,,,,
4,6,2003,rio branco,,42.24753401184839,AC,128.53,,,,,,,,,,,,,,,,,
5,6,2003,rio branco,,42.24753401184839,AC,125.78,,,,,,,,,,,,,,,,,
6,6,2003,rio branco,,42.24753401184839,AC,121.03,,,,,,,,,,,,,,,,,
7,6,2003,rio branco,,42.24753401184839,AC,112.41,,,,,,,,,,,,,,,,,
8,6,2003,rio branco,,42.24753401184839,AC,109.16,,,,,,,,,,,,,,,,,
9,6,2003,rio branco,,42.24753401184839,AC,103.41,,,,,,,,,,,,,,,,,
10,6,2003,rio branco,,42.24753401184839,AC,100.27,,,,,,,,,,,,,,,,,
11,6,2003,rio branco,,42.24753401184839,AC,99.03,,,,,,,,,,,,,,,,,
12,6,2003,rio branco,,42.24753401184839,AC,97.17,,,,,,,,,,,,,,,,,
13,6,2003,rio branco,,42.24753401184839,AC,94.11,,,,,,,,,,,,,,,,,
14,6,2003,rio branco,,42.24753401184839,AC,91.69,,,,,,,,,,,,,,,,,
15,6,2003,rio branco,,42.24753401184839,AC,89.3,,,,,,,,,,,,,,,,,
16,6,2003,rio branco,,42.24753401184839,AC,86.93,,,,,,,,,,,,,,,,,
17,6,2003,rio branco,,42.24753401184839,AC,82.85,,,,,,,,,,,,,,,,,
18,6,2003,rio branco,,42.24753401184839,AC,80.55,,,,,,,,,,,,,,,,,
19,6,2003,rio branco,,42.24753401184839,AC,78.28,,,,,,,,,,,,,,,,,
20,6,2003,rio branco,,42.24753401184839,AC,76.59,,,,,,,,,,,,,,,,,
21,6,2003,rio branco,,42.24753401184839,AC,75.48,,,,,,,,,,,,,,,,,
22,6,2003,rio branco,,42.24753401184839,AC,73.82,,,,,,,,,,,,,,,,,
23,6,2003,rio branco,,42.24753401184839,AC,73.27,,,,,,,,,,,,,,,,,
24,6,2003,rio branco,,42.24753401184839,AC,74.92,,,,,,,,,,,,,,,,,
25,6,2003,rio branco,,42.24753401184839,AC,77.15,,,,,,,,,,,,,,,,,
26,6,2003,rio branco,,42.24753401184839,AC,79.41,,,,,,,,,,,,,,,,,
27,6,2003,rio branco,,42.24753401184839,AC,79.41,,,,,,,,,,,,,,,,,
28,6,2003,rio branco,,42.24753401184839,AC,80.55,,,,,,,,,,,,,,,,,
29,6,2003,rio branco,,42.24753401184839,AC,81.7,,,,,,,,,,,,,,,,,
30,6,2003,rio branco,,42.24753401184839,AC,78.28,,,,,,,,,,,,,,,,,
1,7,2003,rio branco,,42.24753401184839,AC,74.37,,,,,,,,,,,,,,,,,
2,7,2003,rio branco,,42.24753401184839,AC,72.17,,,,,,,,,,,,,,,,,
3,7,2003,rio branco,,42.24753401184839,AC,71.63,,,,,,,,,,,,,,,,,
4,7,2003,rio branco,,42.24753401184839,AC,70.54,,,,,,,,,,,,,,,,,
5,7,2003,rio branco,,42.24753401184839,AC,69.46,,,,,,,,,,,,,,,,,
6,7,2003,rio branco,,42.24753401184839,AC,68.92,,,,,,,,,,,,,,,,,
7,7,2003,rio branco,,42.24753401184839,AC,67.86,,,,,,,,,,,,,,,,,
8,7,2003,rio branco,,42.24753401184839,AC,67.86,,,,,,,,,,,,,,,,,
9,7,2003,rio branco,,42.24753401184839,AC,66.27,,,,,,,,,,,,,,,,,
10,7,2003,rio branco,,42.24753401184839,AC,62.1,,,,,,,,,,,,,,,,,
11,7,2003,rio branco,,42.24753401184839,AC,61.07,,,,,,,,,,,,,,,,,
12,7,2003,rio branco,,42.24753401184839,AC,59.55,,,,,,,,,,,,,,,,,
13,7,2003,rio branco,,42.24753401184839,AC,58.54,,,,,,,,,,,,,,,,,
14,7,2003,rio branco,,42.24753401184839,AC,57.54,,,,,,,,,,,,,,,,,
15,7,2003,rio branco,,42.24753401184839,AC,57.54,,,,,,,,,,,,,,,,,
16,7,2003,rio branco,,42.24753401184839,AC,56.55,,,,,,,,,,,,,,,,,
17,7,2003,rio branco,,42.24753401184839,AC,55.56,,,,,,,,,,,,,,,,,
18,7,2003,rio branco,,42.24753401184839,AC,55.07,,,,,,,,,,,,,,,,,
19,7,2003,rio branco,,42.24753401184839,AC,54.1,,,,,,,,,,,,,,,,,
20,7,2003,rio branco,,42.24753401184839,AC,53.13,,,,,,,,,,,,,,,,,
21,7,2003,rio branco,,42.24753401184839,AC,52.17,,,,,,,,,,,,,,,,,
22,7,2003,rio branco,,42.24753401184839,AC,51.21,,,,,,,,,,,,,,,,,
23,7,2003,rio branco,,42.24753401184839,AC,50.74,,,,,,,,,,,,,,,,,
24,7,2003,rio branco,,42.24753401184839,AC,49.8,,,,,,,,,,,,,,,,,
25,7,2003,rio branco,,42.24753401184839,AC,49.33,,,,,,,,,,,,,,,,,
26,7,2003,rio branco,,42.24753401184839,AC,48.39,,,,,,,,,,,,,,,,,
27,7,2003,rio branco,,42.24753401184839,AC,47.93,,,,,,,,,,,,,,,,,
28,7,2003,rio branco,,42.24753401184839,AC,47.01,,,,,,,,,,,,,,,,,
29,7,2003,rio branco,,42.24753401184839,AC,46.09,,,,,,,,,,,,,,,,,
30,7,2003,rio branco,,42.24753401184839,AC,45.64,,,,,,,,,,,,,,,,,
31,7,2003,rio branco,,42.24753401184839,AC,44.74,,,,,,,,,,,,,,,,,
1,8,2003,rio branco,,42.24753401184839,AC,44.29,,,,,,,,,,,,,,,,,
2,8,2003,rio branco,,42.24753401184839,AC,44.29,,,,,,,,,,,,,,,,,
3,8,2003,rio branco,,42.24753401184839,AC,44.29,,,,,,,,,,,,,,,,,
4,8,2003,rio branco,,42.24753401184839,AC,43.84,,,,,,,,,,,,,,,,,
5,8,2003,rio branco,,42.24753401184839,AC,43.84,,,,,,,,,,,,,,,,,
6,8,2003,rio branco,,42.24753401184839,AC,42.95,,,,,,,,,,,,,,,,,
7,8,2003,rio branco,,42.24753401184839,AC,43.84,,,,,,,,,,,,,,,,,
8,8,2003,rio branco,,42.24753401184839,AC,47.47,,,,,,,,,,,,,,,,,
9,8,2003,rio branco,,42.24753401184839,AC,46.09,,,,,,,,,,,,,,,,,
10,8,2003,rio branco,,42.24753401184839,AC,46.55,,,,,,,,,,,,,,,,,
11,8,2003,rio branco,,42.24753401184839,AC,49.33,,,,,,,,,,,,,,,,,
12,8,2003,rio branco,,42.24753401184839,AC,55.07,,,,,,,,,,,,,,,,,
13,8,2003,rio branco,,42.24753401184839,AC,55.56,,,,,,,,,,,,,,,,,
14,8,2003,rio branco,,42.24753401184839,AC,53.61,,,,,,,,,,,,,,,,,
15,8,2003,rio branco,,42.24753401184839,AC,52.65,,,,,,,,,,,,,,,,,
16,8,2003,rio branco,,42.24753401184839,AC,51.69,,,,,,,,,,,,,,,,,
17,8,2003,rio branco,,42.24753401184839,AC,51.69,,,,,,,,,,,,,,,,,
18,8,2003,rio branco,,42.24753401184839,AC,50.27,,,,,,,,,,,,,,,,,
19,8,2003,rio branco,,42.24753401184839,AC,47.47,,,,,,,,,,,,,,,,,
20,8,2003,rio branco,,42.24753401184839,AC,45.64,,,,,,,,,,,,,,,,,
21,8,2003,rio branco,,42.24753401184839,AC,44.74,,,,,,,,,,,,,,,,,
22,8,2003,rio branco,,42.24753401184839,AC,43.84,,,,,,,,,,,,,,,,,
23,8,2003,rio branco,,42.24753401184839,AC,41.19,,,,,,,,,,,,,,,,,
24,8,2003,rio branco,,42.24753401184839,AC,39.9,,,,,,,,,,,,,,,,,
25,8,2003,rio branco,,42.24753401184839,AC,40.33,,,,,,,,,,,,,,,,,
26,8,2003,rio branco,,42.24753401184839,AC,39.04,,,,,,,,,,,,,,,,,
27,8,2003,rio branco,,42.24753401184839,AC,39.04,,,,,,,,,,,,,,,,,
28,8,2003,rio branco,,42.24753401184839,AC,42.95,,,,,,,,,,,,,,,,,
29,8,2003,rio branco,,42.24753401184839,AC,45.64,,,,,,,,,,,,,,,,,
30,8,2003,rio branco,,42.24753401184839,AC,45.64,,,,,,,,,,,,,,,,,
31,8,2003,rio branco,,42.24753401184839,AC,42.51,,,,,,,,,,,,,,,,,
1,9,2003,rio branco,,42.24753401184839,AC,39.04,,,,,,,,,,,,,,,,,
2,9,2003,rio branco,,42.24753401184839,AC,37.35,,,,,,,,,,,,,,,,,
3,9,2003,rio branco,,42.24753401184839,AC,36.11,,,,,,,,,,,,,,,,,
4,9,2003,rio branco,,42.24753401184839,AC,34.88,,,,,,,,,,,,,,,,,
5,9,2003,rio branco,,42.24753401184839,AC,34.88,,,,,,,,,,,,,,,,,
6,9,2003,rio branco,,42.24753401184839,AC,34.88,,,,,,,,,,,,,,,,,
7,9,2003,rio branco,,42.24753401184839,AC,35.28,,,,,,,,,,,,,,,,,
8,9,2003,rio branco,,42.24753401184839,AC,36.11,,,,,,,,,,,,,,,,,
9,9,2003,rio branco,,42.24753401184839,AC,39.47,,,,,,,,,,,,,,,,,
10,9,2003,rio branco,,42.24753401184839,AC,47.93,,,,,,,,,,,,,,,,,
11,9,2003,rio branco,,42.24753401184839,AC,52.17,,,,,,,,,,,,,,,,,
12,9,2003,rio branco,,42.24753401184839,AC,55.07,,,,,,,,,,,,,,,,,
13,9,2003,rio branco,,42.24753401184839,AC,60.06,,,,,,,,,,,,,,,,,
14,9,2003,rio branco,,42.24753401184839,AC,64.17,,,,,,,,,,,,,,,,,
15,9,2003,rio branco,,42.24753401184839,AC,54.1,,,,,,,,,,,,,,,,,
16,9,2003,rio branco,,42.24753401184839,AC,43.39,,,,,,,,,,,,,,,,,
17,9,2003,rio branco,,42.24753401184839,AC,39.47,,,,,,,,,,,,,,,,,
18,9,2003,rio branco,,42.24753401184839,AC,39.47,,,,,,,,,,,,,,,,,
19,9,2003,rio branco,,42.24753401184839,AC,46.09,,,,,,,,,,,,,,,,,
20,9,2003,rio branco,,42.24753401184839,AC,47.01,,,,,,,,,,,,,,,,,
21,9,2003,rio branco,,42.24753401184839,AC,41.19,,,,,,,,,,,,,,,,,
22,9,2003,rio branco,,42.24753401184839,AC,41.19,,,,,,,,,,,,,,,,,
23,9,2003,rio branco,,42.24753401184839,AC,44.29,,,,,,,,,,,,,,,,,
24,9,2003,rio branco,,42.24753401184839,AC,44.29,,,,,,,,,,,,,,,,,
25,9,2003,rio branco,,42.24753401184839,AC,42.07,,,,,,,,,,,,,,,,,
26,9,2003,rio branco,,42.24753401184839,AC,42.95,,,,,,,,,,,,,,,,,
27,9,2003,rio branco,,42.24753401184839,AC,55.56,,,,,,,,,,,,,,,,,
28,9,2003,rio branco,,42.24753401184839,AC,62.61,,,,,,,,,,,,,,,,,
29,9,2003,rio branco,,42.24753401184839,AC,68.92,,,,,,,,,,,,,,,,,
30,9,2003,rio branco,,42.24753401184839,AC,72.72,,,,,,,,,,,,,,,,,
1,10,2003,rio branco,,42.24753401184839,AC,67.32,,,,,,,,,,,,,,,,,
2,10,2003,rio branco,,42.24753401184839,AC,68.92,,,,,,,,,,,,,,,,,
3,10,2003,rio branco,,42.24753401184839,AC,75.48,,,,,,,,,,,,,,,,,
4,10,2003,rio branco,,42.24753401184839,AC,73.27,,,,,,,,,,,,,,,,,
5,10,2003,rio branco,,42.24753401184839,AC,72.72,,,,,,,,,,,,,,,,,
6,10,2003,rio branco,,42.24753401184839,AC,82.85,,,,,,,,,,,,,,,,,
7,10,2003,rio branco,,42.24753401184839,AC,71.63,,,,,,,,,,,,,,,,,
8,10,2003,rio branco,,42.24753401184839,AC,67.32,,,,,,,,,,,,,,,,,
9,10,2003,rio branco,,42.24753401184839,AC,77.72,,,,,,,,,,,,,,,,,
10,10,2003,rio branco,,42.24753401184839,AC,121.71,,,,,,,,,,,,,,,,,
11,10,2003,rio branco,,42.24753401184839,AC,202.29,,,,,,,,,,,,,,,,,
12,10,2003,rio branco,,42.24753401184839,AC,185.99,,,,,,,,,,,,,,,,,
13,10,2003,rio branco,,42.24753401184839,AC,198.98,,,,,,,,,,,,,,,,,
14,10,2003,rio branco,,42.24753401184839,AC,395.4,,,,,,,,,,,,,,,,,
15,10,2003,rio branco,,42.24753401184839,AC,620.54,,,,,,,,,,,,,,,,,
16,10,2003,rio branco,,42.24753401184839,AC,718.72,,,,,,,,,,,,,,,,,
17,10,2003,rio branco,,42.24753401184839,AC,490.94,,,,,,,,,,,,,,,,,
18,10,2003,rio branco,,42.24753401184839,AC,363.34,,,,,,,,,,,,,,,,,
19,10,2003,rio branco,,42.24753401184839,AC,206.45,,,,,,,,,,,,,,,,,
20,10,2003,rio branco,,42.24753401184839,AC,150.63,,,,,,,,,,,,,,,,,
21,10,2003,rio branco,,42.24753401184839,AC,114.38,,,,,,,,,,,,,,,,,
22,10,2003,rio branco,,42.24753401184839,AC,92.9,,,,,,,,,,,,,,,,,
23,10,2003,rio branco,,42.24753401184839,AC,81.12,,,,,,,,,,,,,,,,,
24,10,2003,rio branco,,42.24753401184839,AC,71.08,,,,,,,,,,,,,,,,,
25,10,2003,rio branco,,42.24753401184839,AC,62.1,,,,,,,,,,,,,,,,,
26,10,2003,rio branco,,42.24753401184839,AC,60.06,,,,,,,,,,,,,,,,,
27,10,2003,rio branco,,42.24753401184839,AC,57.54,,,,,,,,,,,,,,,,,
28,10,2003,rio branco,,42.24753401184839,AC,59.05,,,,,,,,,,,,,,,,,
29,10,2003,rio branco,,42.24753401184839,AC,70.54,,,,,,,,,,,,,,,,,
30,10,2003,rio branco,,42.24753401184839,AC,102.78,,,,,,,,,,,,,,,,,
31,10,2003,rio branco,,42.24753401184839,AC,102.78,,,,,,,,,,,,,,,,,
1,11,2003,rio branco,,42.24753401184839,AC,127.84,,,,,,,,,,,,,,,,,
2,11,2003,rio branco,,42.24753401184839,AC,185.99,,,,,,,,,,,,,,,,,
3,11,2003,rio branco,,42.24753401184839,AC,278.55,,,,,,,,,,,,,,,,,
4,11,2003,rio branco,,42.24753401184839,AC,301.56,,,,,,,,,,,,,,,,,
5,11,2003,rio branco,,42.24753401184839,AC,440.99,,,,,,,,,,,,,,,,,
6,11,2003,rio branco,,42.24753401184839,AC,445.54,,,,,,,,,,,,,,,,,
7,11,2003,rio branco,,42.24753401184839,AC,344.62,,,,,,,,,,,,,,,,,
8,11,2003,rio branco,,42.24753401184839,AC,271.04,,,,,,,,,,,,,,,,,
9,11,2003,rio branco,,42.24753401184839,AC,220.85,,,,,,,,,,,,,,,,,
10,11,2003,rio branco,,42.24753401184839,AC,178.04,,,,,,,,,,,,,,,,,
11,11,2003,rio branco,,42.24753401184839,AC,152.84,,,,,,,,,,,,,,,,,
12,11,2003,rio branco,,42.24753401184839,AC,139.05,,,,,,,,,,,,,,,,,
13,11,2003,rio branco,,42.24753401184839,AC,127.15,,,,,,,,,,,,,,,,,
14,11,2003,rio branco,,42.24753401184839,AC,115.03,,,,,,,,,,,,,,,,,
15,11,2003,rio branco,,42.24753401184839,AC,100.9,,,,,,,,,,,,,,,,,
16,11,2003,rio branco,,42.24753401184839,AC,153.58,,,,,,,,,,,,,,,,,
17,11,2003,rio branco,,42.24753401184839,AC,197.34,,,,,,,,,,,,,,,,,
18,11,2003,rio branco,,42.24753401184839,AC,263.62,,,,,,,,,,,,,,,,,
19,11,2003,rio branco,,42.24753401184839,AC,271.04,,,,,,,,,,,,,,,,,
20,11,2003,rio branco,,42.24753401184839,AC,251.74,,,,,,,,,,,,,,,,,
21,11,2003,rio branco,,42.24753401184839,AC,220.0,,,,,,,,,,,,,,,,,
22,11,2003,rio branco,,42.24753401184839,AC,191.63,,,,,,,,,,,,,,,,,
23,11,2003,rio branco,,42.24753401184839,AC,175.69,,,,,,,,,,,,,,,,,
24,11,2003,rio branco,,42.24753401184839,AC,147.7,,,,,,,,,,,,,,,,,
25,11,2003,rio branco,,42.24753401184839,AC,132.7,,,,,,,,,,,,,,,,,
26,11,2003,rio branco,,42.24753401184839,AC,132.0,,,,,,,,,,,,,,,,,
27,11,2003,rio branco,,42.24753401184839,AC,158.06,,,,,,,,,,,,,,,,,
28,11,2003,rio branco,,42.24753401184839,AC,145.52,,,,,,,,,,,,,,,,,
29,11,2003,rio branco,,42.24753401184839,AC,121.71,,,,,,,,,,,,,,,,,
30,11,2003,rio branco,,42.24753401184839,AC,106.59,,,,,,,,,,,,,,,,,
1,12,2003,rio branco,,42.24753401184839,AC,95.94,,,,,,,,,,,,,,,,,
2,12,2003,rio branco,,42.24753401184839,AC,93.51,,,,,,,,,,,,,,,,,
3,12,2003,rio branco,,42.24753401184839,AC,85.76,,,,,,,,,,,,,,,,,
4,12,2003,rio branco,,42.24753401184839,AC,74.92,,,,,,,,,,,,,,,,,
5,12,2003,rio branco,,42.24753401184839,AC,70.0,,,,,,,,,,,,,,,,,
6,12,2003,rio branco,,42.24753401184839,AC,88.7,,,,,,,,,,,,,,,,,
7,12,2003,rio branco,,42.24753401184839,AC,134.8,,,,,,,,,,,,,,,,,
8,12,2003,rio branco,,42.24753401184839,AC,135.5,,,,,,,,,,,,,,,,,
9,12,2003,rio branco,,42.24753401184839,AC,102.78,,,,,,,,,,,,,,,,,
10,12,2003,rio branco,,42.24753401184839,AC,80.55,,,,,,,,,,,,,,,,,
11,12,2003,rio branco,,42.24753401184839,AC,72.17,,,,,,,,,,,,,,,,,
12,12,2003,rio branco,,42.24753401184839,AC,66.79,,,,,,,,,,,,,,,,,
13,12,2003,rio branco,,42.24753401184839,AC,63.65,,,,,,,,,,,,,,,,,
14,12,2003,rio branco,,42.24753401184839,AC,68.39,,,,,,,,,,,,,,,,,
15,12,2003,rio branco,,42.24753401184839,AC,73.27,,,,,,,,,,,,,,,,,
16,12,2003,rio branco,,42.24753401184839,AC,91.09,,,,,,,,,,,,,,,,,
17,12,2003,rio branco,,42.24753401184839,AC,131.3,,,,,,,,,,,,,,,,,
18,12,2003,rio branco,,42.24753401184839,AC,151.37,,,,,,,,,,,,,,,,,
19,12,2003,rio branco,,42.24753401184839,AC,161.83,,,,,,,,,,,,,,,,,
20,12,2003,rio branco,,42.24753401184839,AC,176.47,,,,,,,,,,,,,,,,,
21,12,2003,rio branco,,42.24753401184839,AC,152.84,,,,,,,,,,,,,,,,,
22,12,2003,rio branco,,42.24753401184839,AC,146.24,,,,,,,,,,,,,,,,,
23,12,2003,rio branco,,42.24753401184839,AC,184.39,,,,,,,,,,,,,,,,,
24,12,2003,rio branco,,42.24753401184839,AC,198.16,,,,,,,,,,,,,,,,,
25,12,2003,rio branco,,42.24753401184839,AC,223.44,,,,,,,,,,,,,,,,,
26,12,2003,rio branco,,42.24753401184839,AC,199.81,,,,,,,,,,,,,,,,,
27,12,2003,rio branco,,42.24753401184839,AC,185.19,,,,,,,,,,,,,,,,,
28,12,2003,rio branco,,42.24753401184839,AC,194.88,,,,,,,,,,,,,,,,,
29,12,2003,rio branco,,42.24753401184839,AC,209.8,,,,,,,,,,,,,,,,,
30,12,2003,rio branco,,42.24753401184839,AC,414.06,,,,,,,,,,,,,,,,,
31,12,2003,rio branco,,42.24753401184839,AC,554.2,,,,,,,,,,,,,,,,,
1,1,2004,rio branco,,39.981197807407675,AC,644.21,,,,,,,,,,,,,,,,,
2,1,2004,rio branco,,39.981197807407675,AC,698.07,,,,,,,,,,,,,,,,,
3,1,2004,rio branco,,39.981197807407675,AC,644.21,,,,,,,,,,,,,,,,,
4,1,2004,rio branco,,39.981197807407675,AC,584.44,,,,,,,,,,,,,,,,,
5,1,2004,rio branco,,39.981197807407675,AC,554.2,,,,,,,,,,,,,,,,,
6,1,2004,rio branco,,39.981197807407675,AC,571.77,,,,,,,,,,,,,,,,,
7,1,2004,rio branco,,39.981197807407675,AC,590.83,,,,,,,,,,,,,,,,,
8,1,2004,rio branco,,39.981197807407675,AC,729.83,,,,,,,,,,,,,,,,,
9,1,2004,rio branco,,39.981197807407675,AC,898.6,,,,,,,,,,,,,,,,,
10,1,2004,rio branco,,39.981197807407675,AC,1035.95,,,,,,,,,,,,,,,,,
11,1,2004,rio branco,,39.981197807407675,AC,1076.41,,,,,,,,,,,,,,,,,
12,1,2004,rio branco,,39.981197807407675,AC,1005.63,,,,,,,,,,,,,,,,,
13,1,2004,rio branco,,39.981197807407675,AC,924.52,,,,,,,,,,,,,,,,,
14,1,2004,rio branco,,39.981197807407675,AC,881.99,,,,,,,,,,,,,,,,,
15,1,2004,rio branco,,39.981197807407675,AC,847.67,,,,,,,,,,,,,,,,,
16,1,2004,rio branco,,39.981197807407675,AC,913.81,,,,,,,,,,,,,,,,,
17,1,2004,rio branco,,39.981197807407675,AC,1063.39,,,,,,,,,,,,,,,,,
18,1,2004,rio branco,,39.981197807407675,AC,1152.47,,,,,,,,,,,,,,,,,
19,1,2004,rio branco,,39.981197807407675,AC,1208.32,,,,,,,,,,,,,,,,,
20,1,2004,rio branco,,39.981197807407675,AC,1220.31,,,,,,,,,,,,,,,,,
21,1,2004,rio branco,,39.981197807407675,AC,1110.87,,,,,,,,,,,,,,,,,
22,1,2004,rio branco,,39.981197807407675,AC,912.29,,,,,,,,,,,,,,,,,
23,1,2004,rio branco,,39.981197807407675,AC,765.0,,,,,,,,,,,,,,,,,
24,1,2004,rio branco,,39.981197807407675,AC,676.31,,,,,,,,,,,,,,,,,
25,1,2004,rio branco,,39.981197807407675,AC,640.24,,,,,,,,,,,,,,,,,
26,1,2004,rio branco,,39.981197807407675,AC,691.24,,,,,,,,,,,,,,,,,
27,1,2004,rio branco,,39.981197807407675,AC,738.21,,,,,,,,,,,,,,,,,
28,1,2004,rio branco,,39.981197807407675,AC,692.61,,,,,,,,,,,,,,,,,
29,1,2004,rio branco,,39.981197807407675,AC,602.38,,,,,,,,,,,,,,,,,
30,1,2004,rio branco,,39.981197807407675,AC,529.5,,,,,,,,,,,,,,,,,
31,1,2004,rio branco,,39.981197807407675,AC,467.44,,,,,,,,,,,,,,,,,
1,2,2004,rio branco,,39.981197807407675,AC,510.07,,,,,,,,,,,,,,,,,
2,2,2004,rio branco,,39.981197807407675,AC,472.1,,,,,,,,,,,,,,,,,
3,2,2004,rio branco,,39.981197807407675,AC,399.76,,,,,,,,,,,,,,,,,
4,2,2004,rio branco,,39.981197807407675,AC,343.6,,,,,,,,,,,,,,,,,
5,2,2004,rio branco,,39.981197807407675,AC,299.62,,,,,,,,,,,,,,,,,
6,2,2004,rio branco,,39.981197807407675,AC,352.89,,,,,,,,,,,,,,,,,
7,2,2004,rio branco,,39.981197807407675,AC,506.46,,,,,,,,,,,,,,,,,
8,2,2004,rio branco,,39.981197807407675,AC,714.57,,,,,,,,,,,,,,,,,
9,2,2004,rio branco,,39.981197807407675,AC,888.02,,,,,,,,,,,,,,,,,
10,2,2004,rio branco,,39.981197807407675,AC,1011.99,,,,,,,,,,,,,,,,,
11,2,2004,rio branco,,39.981197807407675,AC,1157.5,,,,,,,,,,,,,,,,,
12,2,2004,rio branco,,39.981197807407675,AC,1259.39,,,,,,,,,,,,,,,,,
13,2,2004,rio branco,,39.981197807407675,AC,1332.13,,,,,,,,,,,,,,,,,
14,2,2004,rio branco,,39.981197807407675,AC,1397.94,,,,,,,,,,,,,,,,,
15,2,2004,rio branco,,39.981197807407675,AC,1451.95,,,,,,,,,,,,,,,,,
16,2,2004,rio branco,,39.981197807407675,AC,1497.97,,,,,,,,,,,,,,,,,
17,2,2004,rio branco,,39.981197807407675,AC,1484.76,,,,,,,,,,,,,,,,,
18,2,2004,rio branco,,39.981197807407675,AC,1292.43,,,,,,,,,,,,,,,,,
19,2,2004,rio branco,,39.981197807407675,AC,1165.91,,,,,,,,,,,,,,,,,
20,2,2004,rio branco,,39.981197807407675,AC,1157.5,,,,,,,,,,,,,,,,,
21,2,2004,rio branco,,39.981197807407675,AC,1304.91,,,,,,,,,,,,,,,,,
22,2,2004,rio branco,,39.981197807407675,AC,1304.91,,,,,,,,,,,,,,,,,
23,2,2004,rio branco,,39.981197807407675,AC,1271.74,,,,,,,,,,,,,,,,,
24,2,2004,rio branco,,39.981197807407675,AC,1220.31,,,,,,,,,,,,,,,,,
25,2,2004,rio branco,,39.981197807407675,AC,1078.04,,,,,,,,,,,,,,,,,
26,2,2004,rio branco,,39.981197807407675,AC,903.15,,,,,,,,,,,,,,,,,
27,2,2004,rio branco,,39.981197807407675,AC,756.5,,,,,,,,,,,,,,,,,
28,2,2004,rio branco,,39.981197807407675,AC,680.37,,,,,,,,,,,,,,,,,
29,2,2004,rio branco,,39.981197807407675,AC,603.67,,,,,,,,,,,,,,,,,
1,3,2004,rio branco,,39.981197807407675,AC,524.62,,,,,,,,,,,,,,,,,
2,3,2004,rio branco,,39.981197807407675,AC,457.01,,,,,,,,,,,,,,,,,
3,3,2004,rio branco,,39.981197807407675,AC,410.74,,,,,,,,,,,,,,,,,
4,3,2004,rio branco,,39.981197807407675,AC,373.9,,,,,,,,,,,,,,,,,
5,3,2004,rio branco,,39.981197807407675,AC,468.6,,,,,,,,,,,,,,,,,
6,3,2004,rio branco,,39.981197807407675,AC,594.67,,,,,,,,,,,,,,,,,
7,3,2004,rio branco,,39.981197807407675,AC,550.47,,,,,,,,,,,,,,,,,
8,3,2004,rio branco,,39.981197807407675,AC,552.96,,,,,,,,,,,,,,,,,
