ano,mes,estacao,chuva,codigo_estacao,municipio,uf,areakm,estado,precipitacao_total_mm,pressao_nivel_estacao_mb,pressao_max_ant_mb,pressao_min_ant_mb,radiacao_global_kj_m2,temperatura_bulbo_seco_c,temperatura_orvalho_c,temperatura_max_ant_c,temperatura_min_ant_c,orvalho_max_ant_c,orvalho_min_ant_c,umidade_max_ant_pct,umidade_min_ant_pct,umidade_ar_pct,vento_direcao_graus,vento_rajada_max_ms,vento_velocidade_ms
1992,12,872000,1.9967741935483871,872000,marechal thaumaturgo,AC,,,,,,,,,,,,,,,,,,,
1992,12,972000,9.980645161290322,972000,marechal thaumaturgo,AC,,,,,,,,,,,,,,,,,,,
1992,12,1068000,8.819354838709678,1068000,xapuri,AC,,,,,,,,,,,,,,,,,,,
1992,12,8050000,1.0357142857142858,8050000,macapa,AP,,,,,,,,,,,,,,,,,,,
1992,12,8051010,1.474193548387097,8051010,macapa,AP,,,,,,,,,,,,,,,,,,,
1992,12,8051012,5.315789473684211,8051012,porto grande,AP,,,,,,,,,,,,,,,,,,,
1992,12,8052000,2.8193548387096774,8052000,serra do navio,AP,,,,,,,,,,,,,,,,,,,
1992,12,8150000,2.8870967741935485,8150000,tartarugalzinho,AP,,,,,,,,,,,,,,,,,,,
1992,12,8251001,7.283870967741936,8251001,calcoene,AP,,,,,,,,,,,,,,,,,,,
1993,1,51002,7.9772727272727275,51002,mazagao,AP,,,,,,,,,,,,,,,,,,,
1993,1,771001,8.709677419354838,771001,tarauaca,AC,,,,,,,,,,,,,,,,,,,
1993,1,872000,2.164516129032258,872000,marechal thaumaturgo,AC,,,,,,,,,,,,,,,,,,,
1993,1,972000,11.23225806451613,972000,marechal thaumaturgo,AC,,,,,,,,,,,,,,,,,,,
1993,1,1067003,9.399999999999999,1067003,capixaba,AC,,,,,,,,,,,,,,,,,,,
1993,1,1068000,6.280645161290322,1068000,xapuri,AC,,,,,,,,,,,,,,,,,,,
1993,1,8050000,4.051612903225807,8050000,macapa,AP,,,,,,,,,,,,,,,,,,,
1993,1,8051010,6.312903225806452,8051010,macapa,AP,,,,,,,,,,,,,,,,,,,
