ano,municipio,cod_municipio,level_0,level_1,level_2,level_3,level_4,valor_cover,classe_desmatamento,valor_defreg
1986,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539499.681385623,Veg. Primaria,538747.551857375
1987,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539542.745820777,Veg. Primaria,538689.06177294
1987,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539542.745820777,Veg. Secundaria,532.743440551758
1987,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539542.745820777,Supressao Veg. Primaria,199.247932086181
1988,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539422.90448299,Veg. Primaria,538533.362469539
1988,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539422.90448299,Veg. Secundaria,724.890254949951
1988,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539422.90448299,Supressao Veg. Primaria,189.975963952637
1989,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539477.804418769,Veg. Primaria,538286.417856685
1989,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539477.804418769,Veg. Secundaria,802.881140631103
1989,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539477.804418769,Supressao Veg. Primaria,189.54923647461
1989,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539477.804418769,Supressao Veg. Secundaria,15.351098638916
1990,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539540.475583675,Veg. Primaria,538296.814140021
1990,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539540.475583675,Veg. Secundaria,1041.16259813233
1990,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539540.475583675,Supressao Veg. Primaria,73.4267537597656
1990,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539540.475583675,Supressao Veg. Secundaria,5.35347692871094
1991,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539702.64718298,Veg. Primaria,538229.4644867
1991,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539702.64718298,Veg. Secundaria,1141.01960820923
1991,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539702.64718298,Supressao Veg. Primaria,83.3282706604004
1991,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539702.64718298,Supressao Veg. Secundaria,5.08671622314453
1992,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539653.224158162,Veg. Primaria,538109.726390076
1992,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539653.224158162,Veg. Secundaria,1363.49515822754
1992,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539653.224158162,Supressao Veg. Primaria,125.272303857422
1992,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539653.224158162,Supressao Veg. Secundaria,11.4226231079101
1993,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539506.813211086,Veg. Primaria,537964.780194953
1993,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539506.813211086,Veg. Secundaria,1430.41829972534
1993,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539506.813211086,Supressao Veg. Primaria,103.173830352783
1993,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539506.813211086,Supressao Veg. Secundaria,13.1195152038574
1994,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539405.910233299,Veg. Primaria,537678.703658314
1994,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539405.910233299,Veg. Secundaria,1451.9103550354
1994,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539405.910233299,Supressao Veg. Primaria,206.020024804687
1994,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539405.910233299,Supressao Veg. Secundaria,53.3620003356934
1995,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539551.846704165,Veg. Primaria,537463.243874761
1995,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539551.846704165,Veg. Secundaria,1658.9666958313
1995,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539551.846704165,Supressao Veg. Primaria,116.919526544189
1995,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539551.846704165,Supressao Veg. Secundaria,30.9695600097656
1996,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539607.268336903,Veg. Primaria,537564.478691363
1996,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539607.268336903,Veg. Secundaria,1738.32055913086
1996,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539607.268336903,Supressao Veg. Primaria,78.2614795715332
1996,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539607.268336903,Supressao Veg. Secundaria,23.2878390441895
1997,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539465.75352088,Veg. Primaria,537381.012167112
1997,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539465.75352088,Veg. Secundaria,1856.82567709961
1997,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539465.75352088,Supressao Veg. Primaria,172.311625970459
1997,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539465.75352088,Supressao Veg. Secundaria,53.9767486267089
1998,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538744.045211741,Veg. Primaria,536825.279060596
1998,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538744.045211741,Veg. Secundaria,1809.64864661256
1998,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538744.045211741,Supressao Veg. Primaria,484.059988397216
1998,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538744.045211741,Supressao Veg. Secundaria,143.827878259277
1999,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538555.892571078,Veg. Primaria,536468.225613814
1999,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538555.892571078,Veg. Secundaria,1817.43509573976
1999,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538555.892571078,Supressao Veg. Primaria,227.804972210694
1999,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538555.892571078,Supressao Veg. Secundaria,56.1119651000977
2000,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538911.746513007,Veg. Primaria,536271.646425575
2000,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538911.746513007,Veg. Secundaria,1927.39066308596
2000,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538911.746513007,Supressao Veg. Primaria,215.682208868408
2000,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538911.746513007,Supressao Veg. Secundaria,25.8754296264649
2001,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538887.344075718,Veg. Primaria,536103.177271636
2001,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538887.344075718,Veg. Secundaria,2319.17548399047
2001,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538887.344075718,Supressao Veg. Primaria,280.214297631836
2001,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538887.344075718,Supressao Veg. Secundaria,45.8647601867676
2002,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538885.645903911,Veg. Primaria,535998.692019935
2002,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538885.645903911,Veg. Secundaria,2555.62936077269
2002,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538885.645903911,Supressao Veg. Primaria,110.107349139404
2002,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538885.645903911,Supressao Veg. Secundaria,15.9715388549805
2003,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539073.947647825,Veg. Primaria,535715.652611638
2003,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539073.947647825,Veg. Secundaria,2658.51485404662
2003,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539073.947647825,Supressao Veg. Primaria,261.527736425781
2003,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539073.947647825,Supressao Veg. Secundaria,30.0700529296875
2004,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537650.615369817,Veg. Primaria,534380.503868878
2004,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537650.615369817,Veg. Secundaria,2981.25483618161
2004,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537650.615369817,Supressao Veg. Primaria,1301.85685630492
2004,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537650.615369817,Supressao Veg. Secundaria,156.089181420898
2005,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537666.493222179,Veg. Primaria,534304.307574469
2005,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537666.493222179,Veg. Secundaria,3076.92382958981
2005,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537666.493222179,Supressao Veg. Primaria,63.8776622314453
2005,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537666.493222179,Supressao Veg. Secundaria,24.0010933654785
2006,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537732.514427206,Veg. Primaria,534233.387411096
2006,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537732.514427206,Veg. Secundaria,3156.22829940183
2006,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537732.514427206,Supressao Veg. Primaria,77.1686969787598
2006,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537732.514427206,Supressao Veg. Secundaria,42.6459247680664
2007,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537671.850704965,Veg. Primaria,534138.289809167
2007,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537671.850704965,Veg. Secundaria,3291.82654253538
2007,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537671.850704965,Supressao Veg. Primaria,104.914383007812
2007,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537671.850704965,Supressao Veg. Secundaria,15.7028210205078
2008,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539067.389451611,Veg. Primaria,533939.104796938
2008,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539067.389451611,Veg. Secundaria,3316.71715319211
2008,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539067.389451611,Supressao Veg. Primaria,187.935200042724
2008,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539067.389451611,Supressao Veg. Secundaria,39.3486654418946
2009,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538876.627906438,Veg. Primaria,533722.91145446
2009,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538876.627906438,Veg. Secundaria,4838.34782738643
2009,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538876.627906438,Supressao Veg. Primaria,193.164793817139
2009,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538876.627906438,Supressao Veg. Secundaria,45.9464063781738
2010,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538944.372588567,Veg. Primaria,533454.813287446
2010,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538944.372588567,Veg. Secundaria,4874.94500040279
2010,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538944.372588567,Supressao Veg. Primaria,252.389579956055
2010,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538944.372588567,Supressao Veg. Secundaria,60.7534135559082
2011,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539028.174694902,Veg. Primaria,533399.941802145
2011,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539028.174694902,Veg. Secundaria,5219.95799043587
2011,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539028.174694902,Supressao Veg. Primaria,70.8469957092285
2011,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539028.174694902,Supressao Veg. Secundaria,33.9920858947754
2012,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539212.920136598,Veg. Primaria,533290.086861991
2012,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539212.920136598,Veg. Secundaria,5366.6667593202
2012,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539212.920136598,Supressao Veg. Primaria,79.7714798278809
2012,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539212.920136598,Supressao Veg. Secundaria,36.1370063049317
2013,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539201.371113235,Veg. Primaria,533097.053605542
2013,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539201.371113235,Veg. Secundaria,5651.99349333513
2013,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539201.371113235,Supressao Veg. Primaria,134.744205371094
2013,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,539201.371113235,Supressao Veg. Secundaria,46.5729938781739
2014,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538761.898781647,Veg. Primaria,532603.274116954
2014,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538761.898781647,Veg. Secundaria,5721.38396856092
2014,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538761.898781647,Supressao Veg. Primaria,427.720048291015
2014,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538761.898781647,Supressao Veg. Secundaria,135.821275073242
2015,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538547.293551991,Veg. Primaria,532353.236586381
2015,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538547.293551991,Veg. Secundaria,5820.05612531749
2015,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538547.293551991,Supressao Veg. Primaria,216.471397381592
2015,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538547.293551991,Supressao Veg. Secundaria,78.7855798156738
2016,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538316.927012556,Veg. Primaria,532029.403349422
2016,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538316.927012556,Veg. Secundaria,5809.80323063368
2016,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538316.927012556,Supressao Veg. Primaria,325.612103448486
2016,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538316.927012556,Supressao Veg. Secundaria,115.544818255615
2017,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538006.615931973,Veg. Primaria,531451.217854487
2017,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538006.615931973,Veg. Secundaria,5886.74357899796
2017,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538006.615931973,Supressao Veg. Primaria,589.876543469238
2017,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538006.615931973,Supressao Veg. Secundaria,120.366787762451
2018,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538109.556401068,Veg. Primaria,531181.447439496
2018,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538109.556401068,Veg. Secundaria,6222.88516477069
2018,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538109.556401068,Supressao Veg. Primaria,263.074497802735
2018,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,538109.556401068,Supressao Veg. Secundaria,62.5458885192871
2019,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537783.571273826,Veg. Primaria,530595.202322904
2019,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537783.571273826,Veg. Secundaria,6568.73905237442
2019,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537783.571273826,Supressao Veg. Primaria,563.929356414795
2019,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537783.571273826,Supressao Veg. Secundaria,73.3476913330078
2020,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537133.588378674,Veg. Primaria,529721.341352102
2020,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537133.588378674,Veg. Secundaria,6755.59443276383
2020,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537133.588378674,Supressao Veg. Primaria,806.826191296387
2020,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,537133.588378674,Supressao Veg. Secundaria,152.658991290283
2021,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,535463.802966531,Veg. Primaria,528326.812086798
2021,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,535463.802966531,Veg. Secundaria,6780.36018559589
2021,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,535463.802966531,Supressao Veg. Primaria,1404.26189586792
2021,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,535463.802966531,Supressao Veg. Secundaria,289.189471551514
2022,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,535057.060039366,Veg. Primaria,527641.520175119
2022,Alvaraes,1300029,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,535057.060039366,Veg. Secundaria,6777.77224718037
1986,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,4.10570911865234,Veg. Primaria,9.19229969482422
1987,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,3.12396059570312,Veg. Primaria,3.57017837524414
1987,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,3.12396059570312,Veg. Secundaria,0.0892531982421875
1987,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,3.12396059570312,Supressao Veg. Primaria,0.446277545166016
1988,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,3.57014768066406,Veg. Primaria,2.94545967407227
1988,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,3.57014768066406,Veg. Secundaria,0.0892531982421875
1989,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,3.12388178710937,Veg. Primaria,3.3916467590332
1989,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,3.12388178710937,Supressao Veg. Secundaria,0.0892531982421875
1990,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.67769470214844,Veg. Primaria,3.12388178710937
1991,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.58845725097656,Veg. Primaria,2.5884469543457
1991,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.58845725097656,Supressao Veg. Primaria,0.0892477478027344
1992,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.67773089599609,Veg. Primaria,2.40996182861328
1992,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.67773089599609,Supressao Veg. Primaria,0.0892476989746094
1993,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.76697864379883,Veg. Primaria,2.58848317260742
1994,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.49920960083008,Veg. Primaria,2.49923547363281
1994,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.49920960083008,Veg. Secundaria,0.178495471191406
1994,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.49920960083008,Supressao Veg. Primaria,0.0892476989746094
1995,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.58847028198242,Veg. Primaria,2.32071412963867
1995,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.58847028198242,Veg. Secundaria,0.178495471191406
1996,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.23142752685547,Veg. Primaria,2.05293205566406
1996,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.23142752685547,Veg. Secundaria,0.178495471191406
1996,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.23142752685547,Supressao Veg. Primaria,0.357042755126953
1997,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.76692353515625,Veg. Primaria,1.78514947509766
1997,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.76692353515625,Veg. Secundaria,0.178495471191406
1997,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.76692353515625,Supressao Veg. Primaria,0.267782580566406
1998,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.0528657043457,Veg. Primaria,1.96361250610352
1998,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.0528657043457,Veg. Secundaria,0.0892531982421875
1998,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.0528657043457,Supressao Veg. Primaria,0.535562359619141
1998,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,2.0528657043457,Supressao Veg. Secundaria,0.178495471191406
1999,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.96362777709961,Veg. Primaria,1.96361250610352
1999,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.96362777709961,Veg. Secundaria,0.0892531982421875
2000,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.16032584228516,Veg. Primaria,1.69584488525391
2000,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.16032584228516,Supressao Veg. Primaria,0.267782891845703
2001,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.535499322509766,Veg. Primaria,0.714020989990234
2001,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.535499322509766,Supressao Veg. Primaria,0.446304852294922
2002,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.535486364746094,Veg. Primaria,0.535499322509766
2003,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.624747045898437,Veg. Primaria,0.446238641357422
2003,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.624747045898437,Veg. Secundaria,0.0892477233886719
2004,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.624747045898437,Veg. Primaria,0.535499322509766
2004,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.624747045898437,Veg. Secundaria,0.0892477233886719
2005,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.624747045898437,Veg. Primaria,0.535499322509766
2005,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.624747045898437,Veg. Secundaria,0.0892477233886719
2006,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.624747045898437,Veg. Primaria,0.535499322509766
2006,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.624747045898437,Veg. Secundaria,0.0892477233886719
2007,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.7140001953125,Veg. Primaria,0.535499322509766
2007,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.7140001953125,Veg. Secundaria,0.0892477233886719
2008,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.1601873046875,Veg. Primaria,0.624752471923828
2008,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.1601873046875,Veg. Secundaria,0.0892477233886719
2009,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.981673474121094,Veg. Primaria,0.892464727783203
2009,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.981673474121094,Veg. Secundaria,0.267722576904297
2010,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.42793934326172,Veg. Primaria,0.713950897216797
2010,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,1.42793934326172,Veg. Secundaria,0.267722576904297
2011,Alvaraes,1300029,Natural,1. Forest,Savanna Formation,Savanna Formation,Savanna Formation,0.981752233886719,Veg. Primaria,1.07096356811523
