ano,municipio,cod_municipio,level_0,level_1,level_2,level_3,level_4,valor_cover,classe_desmatamento,valor_defreg
2003,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2291.74930305785,Supressao Veg. Secundaria,6.51186755371094
2004,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2455.45114718627,Veg. Primaria,2158.91840397948
2004,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2455.45114718627,Veg. Secundaria,72.6162904479981
2004,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2455.45114718627,Supressao Veg. Primaria,14.0057573852539
2004,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2455.45114718627,Supressao Veg. Secundaria,8.11810009155273
2005,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2329.83134764403,Veg. Primaria,2251.6088982727
2005,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2329.83134764403,Veg. Secundaria,67.8899000122071
2005,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2329.83134764403,Supressao Veg. Primaria,14.0949088073731
2005,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2329.83134764403,Supressao Veg. Secundaria,14.182924230957
2006,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2184.68824780883,Veg. Primaria,2141.69188923339
2006,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2184.68824780883,Veg. Secundaria,52.7230695373535
2006,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2184.68824780883,Supressao Veg. Primaria,20.4290983093262
2006,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2184.68824780883,Supressao Veg. Secundaria,12.8463751037598
2007,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2113.50760361328,Veg. Primaria,1985.66829078369
2007,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2113.50760361328,Veg. Secundaria,53.6148863586426
2007,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2113.50760361328,Supressao Veg. Primaria,10.6162226928711
2007,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2113.50760361328,Supressao Veg. Secundaria,9.45632044677734
2008,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1910.19787215576,Veg. Primaria,1957.48182618408
2008,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1910.19787215576,Veg. Secundaria,52.4557426452637
2008,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1910.19787215576,Supressao Veg. Primaria,11.1513403869629
2008,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1910.19787215576,Supressao Veg. Secundaria,6.77994348754883
2009,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1797.89277018433,Veg. Primaria,1759.17248851319
2009,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1797.89277018433,Veg. Secundaria,51.830713873291
2009,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1797.89277018433,Supressao Veg. Primaria,6.24470177612305
2009,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1797.89277018433,Supressao Veg. Secundaria,4.72848063354492
2010,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2325.6444472473,Veg. Primaria,1688.70377994385
2010,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2325.6444472473,Veg. Secundaria,54.0611205871582
2010,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2325.6444472473,Supressao Veg. Primaria,10.1696159912109
2010,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2325.6444472473,Supressao Veg. Secundaria,5.08461208496094
2011,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2302.8751817932,Veg. Primaria,2152.7574241455
2011,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2302.8751817932,Veg. Secundaria,73.0629043212891
2011,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2302.8751817932,Supressao Veg. Primaria,4.46039694824219
2011,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2302.8751817932,Supressao Veg. Secundaria,4.90639905395508
2012,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1889.83849936523,Veg. Primaria,2037.304075354
2012,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1889.83849936523,Veg. Secundaria,79.3060829956055
2012,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1889.83849936523,Supressao Veg. Primaria,4.90651527099609
2012,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1889.83849936523,Supressao Veg. Secundaria,8.47473397216797
2013,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2016.23901695556,Veg. Primaria,1728.73768894654
2013,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2016.23901695556,Veg. Secundaria,75.2008246765137
2013,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2016.23901695556,Supressao Veg. Primaria,5.53084093017578
2013,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2016.23901695556,Supressao Veg. Secundaria,6.24466730957031
2014,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1692.31987041016,Veg. Primaria,1797.68635463257
2014,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1692.31987041016,Veg. Secundaria,89.3854038818359
2014,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1692.31987041016,Supressao Veg. Primaria,9.81348583374023
2014,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1692.31987041016,Supressao Veg. Secundaria,11.6863145019531
2015,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1963.51635498657,Veg. Primaria,1573.22912868042
2015,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1963.51635498657,Veg. Secundaria,80.7319735107422
2015,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1963.51635498657,Supressao Veg. Primaria,2.85487445678711
2015,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1963.51635498657,Supressao Veg. Secundaria,6.42310292358398
2016,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2843.92934543456,Veg. Primaria,1837.20156359863
2016,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2843.92934543456,Veg. Secundaria,89.6532048950195
2016,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2843.92934543456,Supressao Veg. Primaria,3.47917283325195
2016,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2843.92934543456,Supressao Veg. Secundaria,9.36611475219727
2017,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2445.19858915404,Veg. Primaria,2480.41401501464
2017,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2445.19858915404,Veg. Secundaria,116.328451818848
2017,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2445.19858915404,Supressao Veg. Primaria,10.1696432189941
2017,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2445.19858915404,Supressao Veg. Secundaria,16.5028255432129
2018,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2441.30216946411,Veg. Primaria,2273.3828949768
2018,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2441.30216946411,Veg. Secundaria,110.888020031738
2018,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2441.30216946411,Supressao Veg. Primaria,5.08498831176758
2018,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2441.30216946411,Supressao Veg. Secundaria,5.6198315246582
2019,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2115.77878964843,Veg. Primaria,2228.71533200072
2019,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2115.77878964843,Veg. Secundaria,112.138337072754
2019,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2115.77878964843,Supressao Veg. Primaria,3.12227593994141
2019,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2115.77878964843,Supressao Veg. Secundaria,9.54541841430664
2020,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2291.97544588622,Veg. Primaria,1951.18567539062
2020,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2291.97544588622,Veg. Secundaria,127.928356158447
2020,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2291.97544588622,Supressao Veg. Primaria,3.47916614379883
2020,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,2291.97544588622,Supressao Veg. Secundaria,2.05178487548828
2021,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1939.14820027465,Veg. Primaria,2008.01625037231
2021,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1939.14820027465,Veg. Secundaria,142.024293292236
2021,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1939.14820027465,Supressao Veg. Primaria,5.62027239379883
2021,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1939.14820027465,Supressao Veg. Secundaria,5.26359356689453
2022,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1890.52077071533,Veg. Primaria,1432.78911360474
2022,Nova Olinda do Norte,1303106,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1890.52077071533,Veg. Secundaria,120.435671569824
1986,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,3396.43040189819,Recuperacao para Veg. Secundaria,551.543001922607
1987,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,3488.22917250366,Recuperacao para Veg. Secundaria,327.020423236084
1988,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,3585.31713359378,Recuperacao para Veg. Secundaria,504.747463677979
1989,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,3760.85303307497,Recuperacao para Veg. Secundaria,334.433156158447
1990,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,3639.14155869141,Recuperacao para Veg. Secundaria,686.681317987061
1991,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,3626.58945850829,Recuperacao para Veg. Secundaria,373.667713769531
1992,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,4501.96685477295,Recuperacao para Veg. Secundaria,258.067665734863
1993,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,5190.73476420898,Recuperacao para Veg. Secundaria,231.481207458496
1994,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,5519.85867598268,Recuperacao para Veg. Secundaria,599.643159863282
1995,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,5444.7837548828,Recuperacao para Veg. Secundaria,709.272080535888
1996,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,5445.88813708493,Recuperacao para Veg. Secundaria,552.251731829835
1997,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,6067.07400158691,Recuperacao para Veg. Secundaria,349.61588114624
1998,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,6520.35563059081,Recuperacao para Veg. Secundaria,696.614904211427
1999,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,7105.60624082029,Recuperacao para Veg. Secundaria,461.09108170166
2000,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,6276.43520306398,Recuperacao para Veg. Secundaria,1480.23757349244
2001,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,6196.25896350098,Recuperacao para Veg. Secundaria,683.417754272461
2002,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,6593.94978255616,Recuperacao para Veg. Secundaria,745.76593273926
2003,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,6629.04767539062,Recuperacao para Veg. Secundaria,958.493518658449
2004,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,6453.39466608274,Recuperacao para Veg. Secundaria,654.695124224853
2005,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,6870.78229566652,Recuperacao para Veg. Secundaria,600.72775302124
2006,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,8370.92141863402,Recuperacao para Veg. Secundaria,332.130453399658
2007,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,8443.41409457398,Recuperacao para Veg. Secundaria,696.098270758057
2008,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,7806.18745852662,Recuperacao para Veg. Secundaria,998.955547656249
2009,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,8275.05234008176,Recuperacao para Veg. Secundaria,716.606601983643
2010,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,8921.67673291019,Recuperacao para Veg. Secundaria,507.066925305176
2011,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,8493.10719678953,Recuperacao para Veg. Secundaria,945.156682385254
2012,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,8124.68302940674,Recuperacao para Veg. Secundaria,1006.69118244019
2013,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,8180.72436457518,Recuperacao para Veg. Secundaria,761.361009375001
2014,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,8893.96224901121,Recuperacao para Veg. Secundaria,531.218182226562
2015,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,10020.9430870605,Recuperacao para Veg. Secundaria,432.287959954834
2016,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,10958.5084747498,Recuperacao para Veg. Secundaria,654.955759033203
2017,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,11979.7287740724,Recuperacao para Veg. Secundaria,688.866034533692
2018,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,11606.5573263673,Recuperacao para Veg. Secundaria,1197.6090749939
2019,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,11718.3405662538,Recuperacao para Veg. Secundaria,1221.3310246399
2020,Nova Olinda do Norte,1303106,Anthropic,3. Farming,Pasture,Pasture,Pasture,11656.1995658814,Recuperacao para Veg. Secundaria,1071.27516310425
1990,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,107.214905639649,Recuperacao para Veg. Secundaria,0.624380163574219
1996,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,127.195051013184,Recuperacao para Veg. Secundaria,0.178393548583984
1998,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,131.833302478028,Recuperacao para Veg. Secundaria,0.0891974548339844
2000,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,134.866009576416,Recuperacao para Veg. Secundaria,0.356788934326172
2001,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,137.898697827148,Recuperacao para Veg. Secundaria,0.0891977355957031
2002,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,143.339715936279,Recuperacao para Veg. Secundaria,0.178394775390625
2008,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,183.478114239502,Recuperacao para Veg. Secundaria,0.356788714599609
2009,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,186.243203015136,Recuperacao para Veg. Secundaria,0.356786437988281
2010,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,189.900256555175,Recuperacao para Veg. Secundaria,0.0891970947265625
2011,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,190.167843927001,Recuperacao para Veg. Secundaria,0.0891976501464844
2014,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,224.686851635741,Recuperacao para Veg. Secundaria,0.445982781982422
2015,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,229.94944212036,Recuperacao para Veg. Secundaria,0.0891973754882813
2016,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,238.066271984862,Recuperacao para Veg. Secundaria,0.0891958435058594
2017,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,242.793669097899,Recuperacao para Veg. Secundaria,0.089197705078125
2020,Nova Olinda do Norte,1303106,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,251.534902691649,Recuperacao para Veg. Secundaria,0.0891960144042969
1987,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.178420159912109,Outras transicoes,45282.4424877859
1988,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.089206640625,Outras transicoes,46108.0520161365
1990,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892210205078125,Outras transicoes,46038.0758062246
1991,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892210205078125,Outras transicoes,46694.5415711171
1992,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.624522619628906,Outras transicoes,47021.2045632189
1993,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892100646972656,Outras transicoes,48262.3595159226
1994,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.267630279541016,Outras transicoes,49285.1043465075
1995,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.446081756591797,Outras transicoes,49162.8967837754
1996,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.446082482910156,Outras transicoes,49416.0666819751
1997,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.535325921630859,Outras transicoes,49844.7491720142
1998,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.26763486328125,Outras transicoes,49154.2094119492
1999,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.267634832763672,Outras transicoes,50837.7567645491
2000,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.356862170410156,Outras transicoes,49993.638698851
2001,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.535267749023438,Outras transicoes,45826.1348463494
2002,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892209899902344,Outras transicoes,45645.6291849664
2003,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.356884100341797,Outras transicoes,45690.003820977
2004,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.178440679931641,Outras transicoes,45591.6218075677
2005,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892203674316406,Outras transicoes,45221.1067586178
2006,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.35686083984375,Outras transicoes,46051.7392023312
2007,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892100402832031,Outras transicoes,47709.2617467521
2010,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892100402832031,Outras transicoes,48313.1979515859
2011,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.178440734863281,Outras transicoes,47663.2074048941
2012,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.178440734863281,Outras transicoes,47734.3346373832
2013,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892203430175781,Outras transicoes,47929.7110975209
2014,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.178415740966797,Outras transicoes,48095.4893292346
2016,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892065856933594,Outras transicoes,49226.5965988755
2017,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.446080267333984,Outras transicoes,49899.1745832447
2018,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.356868316650391,Outras transicoes,50562.7665902332
2019,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.178380755615234,Outras transicoes,50216.0658645071
2020,Nova Olinda do Norte,1303106,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.624507446289063,Outras transicoes,50487.8960563343
1986,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082446.18844121,Veg. Primaria,3082104.95768016
1987,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082122.11437876,Veg. Primaria,3081673.62924862
1987,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082122.11437876,Veg. Secundaria,255.120508251953
1987,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082122.11437876,Supressao Veg. Primaria,184.237580426025
1988,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082249.66607352,Veg. Primaria,3081219.93933756
1988,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082249.66607352,Veg. Secundaria,304.335008966064
1988,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082249.66607352,Supressao Veg. Primaria,446.705502117918
1989,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082367.34544854,Veg. Primaria,3081614.32069132
1989,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082367.34544854,Veg. Secundaria,487.337202661133
1989,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082367.34544854,Supressao Veg. Primaria,29.7398570007324
1989,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082367.34544854,Supressao Veg. Secundaria,2.50109711303711
1990,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082233.5879456,Veg. Primaria,3081344.37787989
1990,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082233.5879456,Veg. Secundaria,497.875852935791
1990,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082233.5879456,Supressao Veg. Primaria,186.126756188965
1990,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3082233.5879456,Supressao Veg. Secundaria,11.791378112793
1991,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3081846.5179035,Veg. Primaria,3080935.14852819
1991,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3081846.5179035,Veg. Secundaria,655.052071020508
1991,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3081846.5179035,Supressao Veg. Primaria,145.57589138794
1991,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3081846.5179035,Supressao Veg. Secundaria,12.2370295593262
1992,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3081805.26834604,Veg. Primaria,3080612.18005401
1992,Novo Airao,1303205,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,3081805.26834604,Veg. Secundaria,782.401437335204
