ano,mes,dia,municipio,uf,chuva_final,vazao,areakm,pressao_nivel_estacao_mb,pressao_max_ant_mb,pressao_min_ant_mb,radiacao_global_kj_m2,temperatura_bulbo_seco_c,temperatura_orvalho_c,temperatura_max_ant_c,temperatura_min_ant_c,orvalho_max_ant_c,orvalho_min_ant_c,umidade_max_ant_pct,umidade_min_ant_pct,umidade_ar_pct,vento_direcao_graus,vento_rajada_max_ms,vento_velocidade_ms
1991,1,1,manaus,AM,0.21194444444444444,104242.16,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,2,manaus,AM,0.21194444444444444,105054.01,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,3,manaus,AM,0.21194444444444444,105870.06,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,4,manaus,AM,0.21194444444444444,106690.336,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,5,manaus,AM,0.21194444444444444,107432.195,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,6,manaus,AM,0.21194444444444444,108343.56,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,7,manaus,AM,0.21194444444444444,109176.55,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,8,manaus,AM,0.21194444444444444,110434.01,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,9,manaus,AM,0.21194444444444444,111277.66,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,10,manaus,AM,0.21194444444444444,112125.586,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,11,manaus,AM,0.21194444444444444,112977.82,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,12,manaus,AM,0.21194444444444444,113834.36,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,13,manaus,AM,0.21194444444444444,114695.21,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,14,manaus,AM,0.21194444444444444,115560.4,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
1991,1,15,manaus,AM,0.21194444444444444,116255.67,0.055736204833490954,1004.287638888889,1004.7070138888888,1004.0234027777778,1291.2965277777778,27.754166666666663,23.679930555555554,28.431111111111115,27.05784722222222,24.258333333333333,23.04034722222222,83.2201388888889,74.94375,79.17013888888889,149.58194444444445,4.4087499999999995,1.3105555555555557
