index,state_abbrev,state,municipality,geocode,period,refor,secveg,pasture,crop,urban,core,edge,port,river,road,mining,fire,dgorg,dgfor,defor,deorg,precp,precn,tempp
70,AM,"""Amazonas""","""Maués""","""1302900""",2006,"""0.966858534469551""",0.025312667669218,0.001042855307605,0.0,0.000156482816764,0.888585268535242,"""52.9519933602465""","""NA""","""NA""",0.557491511550048,6.836519816e-06,0.001489361702128,"""NA""","""NA""","""0.003171997271049""","""0.003077555993323""",0.029979421048361,0.0,0.109067688569419
71,AM,"""Amazonas""","""Caapiranga""","""1300839""",2006,"""0.973384395512948""",0.020984747021448,0.000241203988752,0.0,0.000189838423996,0.88531385082168,"""26.5947655161008""","""NA""","""NA""",0.496249449852525,0.0,0.000223380491437,"""NA""","""NA""","""0.003193498540606""","""0.003120945008725""",0.066423298152846,0.0,0.048350292330134
72,AM,"""Amazonas""","""Humaitá""","""1301704""",2006,"""0.977837641178022""",0.015364460343913,0.007104095078342,6.1522983358e-05,0.000234972695734,0.888864159062245,"""46.5956472117045""","""NA""","""NA""",1.75184165666994,0.0,0.021031178793326,"""NA""","""NA""","""0.00319763230333""","""0.003139733376687""",0.095455259094181,0.087687858673274,0.032802036581427
73,AM,"""Amazonas""","""São Paulo de Olivença""","""1303908""",2006,"""0.991530415237046""",0.004535828584346,0.000395583738831,0.0,0.000122357160142,0.902838090252579,"""32.4981723127147""","""NA""","""NA""",0.0,0.0,0.000197718100511,"""NA""","""NA""","""0.003514992050632""","""0.003496556498189""",0.036700520414475,0.0,0.111192310976023
74,AM,"""Amazonas""","""Uarini""","""1304260""",2006,"""0.976442674486312""",0.017778368784075,4.6252666755e-05,0.0,0.000153250500453,0.835467701184647,"""36.5141468314891""","""NA""","""NA""",0.0,0.0,0.000836876866009,"""NA""","""NA""","""0.003662174673388""","""0.003590446990479""",0.483000949612412,0.0,0.596492976024071
75,AM,"""Amazonas""","""São Sebastião do Uatumã""","""1303957""",2006,"""0.980952541352705""",0.011363380788521,0.003587252322156,3.9358567798e-05,0.000216853717902,0.874806018487282,"""30.2688013625488""","""NA""","""NA""",0.114258504646215,0.0,0.001407211961302,"""NA""","""NA""","""0.003715076768185""","""0.003659298485705""",0.197986705635053,0.0,0.254059452930864
76,AM,"""Amazonas""","""Ipixuna""","""1301803""",2006,"""0.983479239317458""",0.006717606924303,0.005990344636201,0.0,0.000202854378688,0.91110175452027,"""29.6098321991974""","""NA""","""NA""",0.0,0.0,0.000879507475814,"""NA""","""NA""","""0.004143814747105""","""0.004094017917349""",0.124677133235751,0.0,0.196441999400691
77,AM,"""Amazonas""","""Tabatinga""","""1304062""",2006,"""0.951712346873925""",0.029498577842972,0.004561635748913,0.0,0.003093202492916,0.84299028639917,"""20.0258650214953""","""NA""","""NA""",0.0,0.0,0.00069998600028,"""NA""","""NA""","""0.004611393985974""","""0.004417584440286""",1.54672265116925,0.0,0.910688973559315
78,AM,"""Amazonas""","""Eirunepé""","""1301407""",2006,"""0.976644626110713""",0.014367166992515,0.005530327224009,0.0,0.000384417699983,0.880502091398394,"""42.2051294173177""","""NA""","""NA""",0.0,0.0,0.002739726027397,"""NA""","""NA""","""0.004865919846002""","""0.004774302709154""",0.086090518789738,0.0,0.152164886612699
79,AM,"""Amazonas""","""Itapiranga""","""1302009""",2006,"""0.965852997151606""",0.023537640240943,0.003311541865312,0.0,0.000321699722861,0.84481429672557,"""29.1381624815483""","""NA""","""NA""",0.349146198874115,0.0,0.000334933571508,"""NA""","""NA""","""0.005178350813553""","""0.005029616013072""",1.13398836386493,0.0,1.63286573687438
80,AM,"""Amazonas""","""Novo Aripuanã""","""1303304""",2006,"""0.979546917875285""",0.010289561147366,0.003547317797856,5.848833962e-06,0.000102690123413,0.917325269740911,"""45.8106651466884""","""NA""","""NA""",1.76178346705452,0.0,0.015328233451111,"""NA""","""NA""","""0.005661111976328""","""0.005583617293085""",0.004563889303923,0.0,0.05495045242442
81,AM,"""Amazonas""","""Presidente Figueiredo""","""1303536""",2006,"""0.969255325460247""",0.019155725617938,0.003392554871197,0.0,0.000223376030943,0.762231926525464,"""99.9816244765096""","""NA""","""NA""",2.38083247854265,0.001983420253351,0.002252398387172,"""NA""","""NA""","""0.006426003802862""","""0.006273684400703""",0.004093393111789,0.008558912870105,0.018407864781502
82,AM,"""Amazonas""","""Alvarães""","""1300029""",2006,"""0.947258048856534""",0.041570508318115,0.000260881780418,0.0,0.000160704581903,0.862364793000341,"""23.189081733927""","""NA""","""NA""",0.0,0.0,0.001805124985284,"""NA""","""NA""","""0.007139287499108""","""0.006824657487502""",0.036305749419789,0.0,0.036305749419789
83,AM,"""Amazonas""","""Anamã""","""1300086""",2006,"""0.912988175002586""",0.070708553532981,0.000660598943042,0.0,0.000277463626082,0.700063613231552,"""35.3937998449861""","""NA""","""NA""",1.21480113965862,0.0,0.000191131498471,"""NA""","""NA""","""0.007492287351256""","""0.006894687035285""",0.03675093382521,0.0,0.702893734349288
84,AM,"""Amazonas""","""Rio Preto da Eva""","""1303569""",2006,"""0.905393821407375""",0.078159202431712,0.0079673835237,0.0,0.000591959066484,0.801645347691222,"""39.4397313903552""","""NA""","""NA""",2.32414278018133,0.0,0.000486598272576,"""NA""","""NA""","""0.00908800721032""","""0.008307158917323""",0.139297822613526,0.0,0.136911099796161
85,AM,"""Amazonas""","""Manicoré""","""1302702""",2006,"""0.967372069652303""",0.017031351671471,0.005912264091083,0.0,0.000178586447621,0.912501726276605,"""44.8022630323439""","""NA""","""NA""",1.60004810456424,0.0,0.03590646802962,"""NA""","""NA""","""0.00893166677598""","""0.00872589965101""",0.029613952058693,0.0,0.024626064189901
86,AM,"""Amazonas""","""Nova Olinda do Norte""","""1303106""",2006,"""0.917128085529216""",0.056864144658577,0.002227845910929,0.0,0.000616408831841,0.747712672766206,"""44.1420088600161""","""NA""","""NA""",0.445600572593978,0.0,0.00093062605753,"""NA""","""NA""","""0.009949702387489""","""0.009222124956739""",1.00375142768854,0.0,1.14261255197793
87,AM,"""Amazonas""","""Apuí""","""1300144""",2006,"""0.971144833169561""",0.007489212153566,0.013563770630366,0.0,9.0596165396e-05,0.94168001245607,"""31.2484265524921""","""NA""","""NA""",1.97669233305628,0.0,0.007322503217727,"""NA""","""NA""","""0.009497436792888""","""0.009328198226076""",0.156313471580554,0.0,0.277736892717579
88,AM,"""Amazonas""","""Manaquiri""","""1302553""",2006,"""0.864125758696624""",0.104580406878179,0.002785178009203,0.0,0.00032539255807,0.68951319932187,"""43.798693072372""","""NA""","""NA""",0.988759418748298,0.0,0.00082962962963,"""NA""","""NA""","""0.010843029707365""","""0.009480249480249""",0.590165328701522,0.0,0.551931499610913
